uniprot_accession	entry_name	description	protein_length_aa	hk_status	hk_source	ensg_mapping_status	uniprot_db_prefix	entry_name_from_fasta	review_status_from_fasta
A8MUU1	FB5L3_HUMAN	Putative fatty acid-binding protein 5-like protein 3 OS=Homo sapiens OX=9606 GN=FABP5P3 PE=5 SV=1	101	non-HK		not_mapped_to_ensg	sp	FB5L3_HUMAN	Swiss-Prot reviewed
Q6ZSK4	NTAS1_HUMAN	Putative uncharacterized protein NTM-AS1 OS=Homo sapiens OX=9606 GN=NTM-AS1 PE=5 SV=1	140	non-HK		not_mapped_to_ensg	sp	NTAS1_HUMAN	Swiss-Prot reviewed
Q6ZTY9	CG065_HUMAN	Putative uncharacterized protein LINC02902 OS=Homo sapiens OX=9606 GN=LINC02902 PE=5 SV=1	151	non-HK		not_mapped_to_ensg	sp	CG065_HUMAN	Swiss-Prot reviewed
A6NDN8	UBIML_HUMAN	Putative ubiquitin-like protein FUBI-like protein ENSP00000310146 OS=Homo sapiens OX=9606 PE=4 SV=2	102	non-HK		not_mapped_to_ensg	sp	UBIML_HUMAN	Swiss-Prot reviewed
A6NK97	S22AK_HUMAN	Solute carrier family 22 member 20 OS=Homo sapiens OX=9606 GN=SLC22A20P PE=2 SV=1	555	non-HK		not_mapped_to_ensg	sp	S22AK_HUMAN	Swiss-Prot reviewed
A8MQ11	PM2P5_HUMAN	Postmeiotic segregation increased 2-like protein 5 OS=Homo sapiens OX=9606 GN=PMS2P5 PE=5 SV=2	134	non-HK		not_mapped_to_ensg	sp	PM2P5_HUMAN	Swiss-Prot reviewed
A8MTW9	YB043_HUMAN	Putative uncharacterized protein ENSP00000380674 OS=Homo sapiens OX=9606 PE=5 SV=2	85	non-HK		not_mapped_to_ensg	sp	YB043_HUMAN	Swiss-Prot reviewed
A8MWK0	FS2P1_HUMAN	Putative fatty acid desaturase 2-like protein FADS2B OS=Homo sapiens OX=9606 GN=FADS2B PE=5 SV=2	482	non-HK		not_mapped_to_ensg	sp	FS2P1_HUMAN	Swiss-Prot reviewed
A8MX80	YM017_HUMAN	Putative UPF0607 protein ENSP00000383144 OS=Homo sapiens OX=9606 PE=3 SV=2	341	non-HK		not_mapped_to_ensg	sp	YM017_HUMAN	Swiss-Prot reviewed
A8MZ25	YQ037_HUMAN	Putative uncharacterized protein FLJ38767 OS=Homo sapiens OX=9606 PE=5 SV=1	164	non-HK		not_mapped_to_ensg	sp	YQ037_HUMAN	Swiss-Prot reviewed
B7Z368	CJ142_HUMAN	Uncharacterized protein encoded by LINC02881 OS=Homo sapiens OX=9606 GN=LINC02881 PE=5 SV=1	130	non-HK		not_mapped_to_ensg	sp	CJ142_HUMAN	Swiss-Prot reviewed
Q5PR19	YI024_HUMAN	Putative UPF0607 protein LOC392364 OS=Homo sapiens OX=9606 PE=2 SV=3	223	non-HK		not_mapped_to_ensg	sp	YI024_HUMAN	Swiss-Prot reviewed
Q5VSD8	YI029_HUMAN	Putative uncharacterized protein LOC401522 OS=Homo sapiens OX=9606 PE=4 SV=2	79	non-HK		not_mapped_to_ensg	sp	YI029_HUMAN	Swiss-Prot reviewed
Q6UXQ8	YO002_HUMAN	Putative uncharacterized protein UNQ6190/PRO20217 OS=Homo sapiens OX=9606 GN=UNQ6190/PRO20217 PE=5 SV=1	127	non-HK		not_mapped_to_ensg	sp	YO002_HUMAN	Swiss-Prot reviewed
Q6ZQT7	YJ013_HUMAN	Putative uncharacterized protein FLJ44672 OS=Homo sapiens OX=9606 PE=2 SV=1	251	non-HK		not_mapped_to_ensg	sp	YJ013_HUMAN	Swiss-Prot reviewed
Q6ZRM9	YG024_HUMAN	Putative uncharacterized protein FLJ46235 OS=Homo sapiens OX=9606 PE=2 SV=1	215	non-HK		not_mapped_to_ensg	sp	YG024_HUMAN	Swiss-Prot reviewed
Q6ZS52	YF013_HUMAN	Putative uncharacterized protein FLJ45825 OS=Homo sapiens OX=9606 PE=5 SV=1	159	non-HK		not_mapped_to_ensg	sp	YF013_HUMAN	Swiss-Prot reviewed
Q6ZSV7	YF010_HUMAN	Putative uncharacterized protein FLJ45177 OS=Homo sapiens OX=9606 PE=2 SV=1	163	non-HK		not_mapped_to_ensg	sp	YF010_HUMAN	Swiss-Prot reviewed
Q6ZTC4	YT009_HUMAN	Putative uncharacterized protein FLJ44790 OS=Homo sapiens OX=9606 PE=2 SV=1	211	non-HK		not_mapped_to_ensg	sp	YT009_HUMAN	Swiss-Prot reviewed
Q6ZWC4	YS043_HUMAN	Putative uncharacterized protein LOC100128429 OS=Homo sapiens OX=9606 PE=5 SV=1	215	non-HK		not_mapped_to_ensg	sp	YS043_HUMAN	Swiss-Prot reviewed
Q8IZM0	CNG1O_HUMAN	Putative CNGA1-overlapping antisense gene protein OS=Homo sapiens OX=9606 PE=5 SV=1	81	non-HK		not_mapped_to_ensg	sp	CNG1O_HUMAN	Swiss-Prot reviewed
Q8N0V1	ZNAS1_HUMAN	Putative uncharacterized protein ZNF295-AS1 OS=Homo sapiens OX=9606 GN=ZNF295-AS1 PE=5 SV=2	137	non-HK		not_mapped_to_ensg	sp	ZNAS1_HUMAN	Swiss-Prot reviewed
Q8N7P7	YH007_HUMAN	Uncharacterized protein FLJ40521 OS=Homo sapiens OX=9606 PE=1 SV=1	452	non-HK		not_mapped_to_ensg	sp	YH007_HUMAN	Swiss-Prot reviewed
Q8N8P6	YX004_HUMAN	Putative uncharacterized protein FLJ39060 OS=Homo sapiens OX=9606 PE=2 SV=1	123	non-HK		not_mapped_to_ensg	sp	YX004_HUMAN	Swiss-Prot reviewed
Q8N9W7	YO010_HUMAN	Putative transmembrane protein FLJ36131 OS=Homo sapiens OX=9606 PE=5 SV=1	124	non-HK		not_mapped_to_ensg	sp	YO010_HUMAN	Swiss-Prot reviewed
Q8NAQ8	YP023_HUMAN	Putative uncharacterized protein FLJ34945 OS=Homo sapiens OX=9606 PE=2 SV=1	132	non-HK		not_mapped_to_ensg	sp	YP023_HUMAN	Swiss-Prot reviewed
Q9HB66	Q9HB66_HUMAN	Alternative protein MKKS OS=Homo sapiens OX=9606 GN=MKKS PE=1 SV=1	63	non-HK		not_mapped_to_ensg	tr	Q9HB66_HUMAN	TrEMBL unreviewed
B1ANY3	F220P_HUMAN	Putative protein FAM220BP OS=Homo sapiens OX=9606 GN=FAM220BP PE=5 SV=1	271	non-HK		not_mapped_to_ensg	sp	F220P_HUMAN	Swiss-Prot reviewed
P0CG31	Z286B_HUMAN	Putative zinc finger protein 286B OS=Homo sapiens OX=9606 GN=ZNF286B PE=5 SV=1	522	non-HK		not_mapped_to_ensg	sp	Z286B_HUMAN	Swiss-Prot reviewed
P10266	POK10_HUMAN	Endogenous retrovirus group K member 10 Pol protein OS=Homo sapiens OX=9606 GN=ERVK-10 PE=3 SV=2	1014	non-HK		not_mapped_to_ensg	sp	POK10_HUMAN	Swiss-Prot reviewed
Q08E93	F27E3_HUMAN	Protein FAM27E3 OS=Homo sapiens OX=9606 GN=FAM27E3 PE=1 SV=1	113	non-HK		not_mapped_to_ensg	sp	F27E3_HUMAN	Swiss-Prot reviewed
Q52M75	CE027_HUMAN	Putative uncharacterized protein encoded by LINC01554 OS=Homo sapiens OX=9606 GN=LINC01554 PE=4 SV=2	96	non-HK		not_mapped_to_ensg	sp	CE027_HUMAN	Swiss-Prot reviewed
Q8N9X5	TMM75_HUMAN	Putative protein encoded by LINC02912 OS=Homo sapiens OX=9606 GN=LINC02912 PE=5 SV=1	138	non-HK		not_mapped_to_ensg	sp	TMM75_HUMAN	Swiss-Prot reviewed
Q9UI25	YP002_HUMAN	Putative uncharacterized protein PRO0461 OS=Homo sapiens OX=9606 GN=PRO0461 PE=5 SV=1	63	non-HK		not_mapped_to_ensg	sp	YP002_HUMAN	Swiss-Prot reviewed
Q8N888	BCOR2_HUMAN	Putative BCoR-like protein 2 OS=Homo sapiens OX=9606 GN=BCORP1 PE=5 SV=1	145	non-HK		not_mapped_to_ensg	sp	BCOR2_HUMAN	Swiss-Prot reviewed
Q8NH06	OR1P1_HUMAN	Olfactory receptor 1P1 OS=Homo sapiens OX=9606 GN=OR1P1 PE=3 SV=3	330	non-HK		not_mapped_to_ensg	sp	OR1P1_HUMAN	Swiss-Prot reviewed
P04280	PRP1_HUMAN	Basic salivary proline-rich protein 1 OS=Homo sapiens OX=9606 GN=PRB1 PE=1 SV=3	392	non-HK		not_mapped_to_ensg	sp	PRP1_HUMAN	Swiss-Prot reviewed
Q14568	HS902_HUMAN	Heat shock protein HSP 90-alpha A2 OS=Homo sapiens OX=9606 GN=HSP90AA2P PE=1 SV=2	343	non-HK		not_mapped_to_ensg	sp	HS902_HUMAN	Swiss-Prot reviewed
Q58FF7	H90B3_HUMAN	Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens OX=9606 GN=HSP90AB3P PE=5 SV=1	597	non-HK		not_mapped_to_ensg	sp	H90B3_HUMAN	Swiss-Prot reviewed
Q6ZVL6	K154L_HUMAN	UPF0606 protein KIAA1549L OS=Homo sapiens OX=9606 GN=KIAA1549L PE=1 SV=2	1849	non-HK		not_mapped_to_ensg	sp	K154L_HUMAN	Swiss-Prot reviewed
Q8N8E1	MAAS1_HUMAN	Putative uncharacterized protein encoded by MAPKAPK5-AS1 OS=Homo sapiens OX=9606 GN=MAPKAPK5-AS1 PE=5 SV=1	139	non-HK		not_mapped_to_ensg	sp	MAAS1_HUMAN	Swiss-Prot reviewed
Q9NRJ1	MOST1_HUMAN	Protein MOST-1 OS=Homo sapiens OX=9606 GN=C8orf17 PE=1 SV=1	99	non-HK		not_mapped_to_ensg	sp	MOST1_HUMAN	Swiss-Prot reviewed
A8MZH6	OOSP1_HUMAN	Putative oocyte-secreted protein 1 homolog OS=Homo sapiens OX=9606 GN=OOSP1 PE=5 SV=1	123	non-HK		not_mapped_to_ensg	sp	OOSP1_HUMAN	Swiss-Prot reviewed
P26927	HGFL_HUMAN	Hepatocyte growth factor-like protein OS=Homo sapiens OX=9606 GN=MST1 PE=1 SV=2	711	non-HK		not_mapped_to_ensg	sp	HGFL_HUMAN	Swiss-Prot reviewed
Q8N7Q2	CEAS1_HUMAN	Putative uncharacterized protein CELF2-AS1 OS=Homo sapiens OX=9606 GN=CELF2-AS1 PE=5 SV=2	184	non-HK		not_mapped_to_ensg	sp	CEAS1_HUMAN	Swiss-Prot reviewed
Q8NGS6	O13C3_HUMAN	Olfactory receptor 13C3 OS=Homo sapiens OX=9606 GN=OR13C3 PE=2 SV=2	347	non-HK		not_mapped_to_ensg	sp	O13C3_HUMAN	Swiss-Prot reviewed
Q9NQA3	WASH6_HUMAN	WAS protein family homolog 6 OS=Homo sapiens OX=9606 GN=WASH6P PE=1 SV=3	447	non-HK		not_mapped_to_ensg	sp	WASH6_HUMAN	Swiss-Prot reviewed
Q13401	PM2P3_HUMAN	Putative postmeiotic segregation increased 2-like protein 3 OS=Homo sapiens OX=9606 GN=PMS2P3 PE=5 SV=2	168	non-HK		not_mapped_to_ensg	sp	PM2P3_HUMAN	Swiss-Prot reviewed
Q1AE95	T183B_HUMAN	Putative transmembrane protein 183BP OS=Homo sapiens OX=9606 GN=TMEM183BP PE=5 SV=1	376	non-HK		not_mapped_to_ensg	sp	T183B_HUMAN	Swiss-Prot reviewed
P01893	HLAH_HUMAN	Putative HLA class I histocompatibility antigen, alpha chain H OS=Homo sapiens OX=9606 GN=HLA-H PE=5 SV=3	362	non-HK		not_mapped_to_ensg	sp	HLAH_HUMAN	Swiss-Prot reviewed
P09565	IG2R_HUMAN	Putative insulin-like growth factor 2-associated protein OS=Homo sapiens OX=9606 GN=GIG44 PE=1 SV=2	113	non-HK		not_mapped_to_ensg	sp	IG2R_HUMAN	Swiss-Prot reviewed
Q494R0	FBAS1_HUMAN	Putative uncharacterized protein FBXL19-AS1 OS=Homo sapiens OX=9606 GN=FBXL19-AS1 PE=5 SV=1	122	non-HK		not_mapped_to_ensg	sp	FBAS1_HUMAN	Swiss-Prot reviewed
Q58FF6	H90B4_HUMAN	Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens OX=9606 GN=HSP90AB4P PE=5 SV=1	505	non-HK		not_mapped_to_ensg	sp	H90B4_HUMAN	Swiss-Prot reviewed
Q5T0J3	CA220_HUMAN	Putative uncharacterized protein C1orf220 OS=Homo sapiens OX=9606 GN=C1orf220 PE=2 SV=1	134	non-HK		not_mapped_to_ensg	sp	CA220_HUMAN	Swiss-Prot reviewed
Q5SY85	F201A_HUMAN	Protein FAM201A OS=Homo sapiens OX=9606 GN=FAM201A PE=4 SV=1	155	non-HK		not_mapped_to_ensg	sp	F201A_HUMAN	Swiss-Prot reviewed
Q8NCN2	ZBT34_HUMAN	Zinc finger and BTB domain-containing protein 34 OS=Homo sapiens OX=9606 GN=ZBTB34 PE=1 SV=4	500	non-HK		not_mapped_to_ensg	sp	ZBT34_HUMAN	Swiss-Prot reviewed
Q4UJ75	A20A4_HUMAN	Putative ankyrin repeat domain-containing protein 20A4 OS=Homo sapiens OX=9606 GN=ANKRD20A4P PE=5 SV=1	823	non-HK		not_mapped_to_ensg	sp	A20A4_HUMAN	Swiss-Prot reviewed
Q5EBM4	ZN542_HUMAN	Putative zinc finger protein 542 OS=Homo sapiens OX=9606 GN=ZNF542P PE=5 SV=2	170	non-HK		not_mapped_to_ensg	sp	ZN542_HUMAN	Swiss-Prot reviewed
A6NKX1	F223B_HUMAN	Protein FAM223B OS=Homo sapiens OX=9606 GN=FAM223B PE=3 SV=1	122	non-HK		not_mapped_to_ensg	sp	F223B_HUMAN	Swiss-Prot reviewed
Q5U4N7	GDAS1_HUMAN	Protein GDF5-AS1, mitochondrial OS=Homo sapiens OX=9606 GN=GDF5-AS1 PE=5 SV=2	250	non-HK		not_mapped_to_ensg	sp	GDAS1_HUMAN	Swiss-Prot reviewed
Q6P2S7	TTC41_HUMAN	Putative tetratricopeptide repeat protein 41 OS=Homo sapiens OX=9606 GN=TTC41P PE=5 SV=3	1318	non-HK		not_mapped_to_ensg	sp	TTC41_HUMAN	Swiss-Prot reviewed
Q8N8J0	PI4P1_HUMAN	Putative inactive phosphatidylinositol 4-kinase alpha-like protein P1 OS=Homo sapiens OX=9606 GN=PI4KAP1 PE=5 SV=1	262	non-HK		not_mapped_to_ensg	sp	PI4P1_HUMAN	Swiss-Prot reviewed
Q96PS6	GAFA1_HUMAN	Putative uncharacterized protein GAFA-1 OS=Homo sapiens OX=9606 GN=GAFA1 PE=4 SV=1	74	non-HK		not_mapped_to_ensg	sp	GAFA1_HUMAN	Swiss-Prot reviewed
Q9UBP8	KAAG1_HUMAN	Kidney-associated antigen 1 OS=Homo sapiens OX=9606 GN=KAAG1 PE=2 SV=1	84	non-HK		not_mapped_to_ensg	sp	KAAG1_HUMAN	Swiss-Prot reviewed
Q9Y6C7	L3R2A_HUMAN	Putative uncharacterized protein encoded by LINC00312 OS=Homo sapiens OX=9606 GN=LINC00312 PE=5 SV=1	94	non-HK		not_mapped_to_ensg	sp	L3R2A_HUMAN	Swiss-Prot reviewed
A6NDL7	MT21E_HUMAN	Methyltransferase-like protein 21E OS=Homo sapiens OX=9606 GN=METTL21EP PE=3 SV=3	214	non-HK		not_mapped_to_ensg	sp	MT21E_HUMAN	Swiss-Prot reviewed
A6NEY8	PRXD1_HUMAN	Putative prolyl-tRNA synthetase associated domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PRORSD1P PE=5 SV=3	169	non-HK		not_mapped_to_ensg	sp	PRXD1_HUMAN	Swiss-Prot reviewed
A6NN73	GOG8C_HUMAN	Golgin subfamily A member 8C OS=Homo sapiens OX=9606 GN=GOLGA8CP PE=3 SV=2	597	non-HK		not_mapped_to_ensg	sp	GOG8C_HUMAN	Swiss-Prot reviewed
Q5W188	CST9P_HUMAN	Putative cystatin-9-like protein CST9LP1 OS=Homo sapiens OX=9606 GN=CST9LP1 PE=5 SV=1	147	non-HK		not_mapped_to_ensg	sp	CST9P_HUMAN	Swiss-Prot reviewed
O95177	GAAS1_HUMAN	Uncharacterized protein GAS8-AS1 OS=Homo sapiens OX=9606 GN=GAS8-AS1 PE=5 SV=1	125	non-HK		not_mapped_to_ensg	sp	GAAS1_HUMAN	Swiss-Prot reviewed
Q6PK57	DMP34_HUMAN	Putative GED domain-containing protein DNM1P34 OS=Homo sapiens OX=9606 GN=DNM1P34 PE=5 SV=1	102	non-HK		not_mapped_to_ensg	sp	DMP34_HUMAN	Swiss-Prot reviewed
Q8TAF5	LQK1_HUMAN	Putative uncharacterized protein LQK1 OS=Homo sapiens OX=9606 GN=FLVCR1-DT PE=5 SV=1	88	non-HK		not_mapped_to_ensg	sp	LQK1_HUMAN	Swiss-Prot reviewed
Q9H0H9	C4F30_HUMAN	Putative cytochrome P450 family member 4F30 OS=Homo sapiens OX=9606 GN=CYP4F30P PE=5 SV=1	118	non-HK		not_mapped_to_ensg	sp	C4F30_HUMAN	Swiss-Prot reviewed
Q9H579	MROH8_HUMAN	Protein MROH8 OS=Homo sapiens OX=9606 GN=MROH8 PE=1 SV=2	483	non-HK		not_mapped_to_ensg	sp	MROH8_HUMAN	Swiss-Prot reviewed
A0ZSE6	CC50C_HUMAN	Cell cycle control protein 50C OS=Homo sapiens OX=9606 GN=TMEM30CP PE=2 SV=2	113	non-HK		not_mapped_to_ensg	sp	CC50C_HUMAN	Swiss-Prot reviewed
P0DPA3	SNH28_HUMAN	Putative uncharacterized protein SNHG28 OS=Homo sapiens OX=9606 GN=SNHG28 PE=5 SV=1	235	non-HK		not_mapped_to_ensg	sp	SNH28_HUMAN	Swiss-Prot reviewed
Q5VTE0	EF1A3_HUMAN	Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1	462	non-HK		not_mapped_to_ensg	sp	EF1A3_HUMAN	Swiss-Prot reviewed
Q6ZRF7	ZN818_HUMAN	Putative zinc finger protein 818 OS=Homo sapiens OX=9606 GN=ZNF818P PE=5 SV=1	136	non-HK		not_mapped_to_ensg	sp	ZN818_HUMAN	Swiss-Prot reviewed
P16442	BGAT_HUMAN	Histo-blood group ABO system transferase OS=Homo sapiens OX=9606 GN=ABO PE=1 SV=2	354	non-HK		not_mapped_to_ensg	sp	BGAT_HUMAN	Swiss-Prot reviewed
Q58FF3	ENPLL_HUMAN	Putative endoplasmin-like protein OS=Homo sapiens OX=9606 GN=HSP90B2P PE=5 SV=1	399	non-HK		not_mapped_to_ensg	sp	ENPLL_HUMAN	Swiss-Prot reviewed
Q8NAE3	CA180_HUMAN	Putative uncharacterized protein encoded by LINC01555 OS=Homo sapiens OX=9606 GN=LINC01555 PE=2 SV=1	123	non-HK		not_mapped_to_ensg	sp	CA180_HUMAN	Swiss-Prot reviewed
Q8NGN8	OR4A4_HUMAN	Putative olfactory receptor 4A4 OS=Homo sapiens OX=9606 GN=OR4A4P PE=5 SV=1	299	non-HK		not_mapped_to_ensg	sp	OR4A4_HUMAN	Swiss-Prot reviewed
A6NH13	DAS1_HUMAN	Putative uncharacterized protein DNAJC9-AS1 OS=Homo sapiens OX=9606 GN=DNAJC9-AS1 PE=2 SV=2	148	non-HK		not_mapped_to_ensg	sp	DAS1_HUMAN	Swiss-Prot reviewed
Q8NBZ9	NEAS1_HUMAN	Putative uncharacterized protein NEXN-AS1 OS=Homo sapiens OX=9606 GN=NEXN-AS1 PE=5 SV=1	246	non-HK		not_mapped_to_ensg	sp	NEAS1_HUMAN	Swiss-Prot reviewed
A2NJV5	KV229_HUMAN	Immunoglobulin kappa variable 2-29 OS=Homo sapiens OX=9606 GN=IGKV2-29 PE=1 SV=2	120	non-HK		not_mapped_to_ensg	sp	KV229_HUMAN	Swiss-Prot reviewed
A8MV57	MPTX_HUMAN	Putative mucosal pentraxin homolog OS=Homo sapiens OX=9606 GN=MPTX1 PE=5 SV=2	137	non-HK		not_mapped_to_ensg	sp	MPTX_HUMAN	Swiss-Prot reviewed
P0C7X3	CCYL3_HUMAN	Putative cyclin-Y-like protein 3 OS=Homo sapiens OX=9606 GN=CCNYL3 PE=3 SV=1	344	non-HK		not_mapped_to_ensg	sp	CCYL3_HUMAN	Swiss-Prot reviewed
Q5T3Y7	BVAS1_HUMAN	Putative uncharacterized protein POPDC1-AS1 OS=Homo sapiens OX=9606 GN=POPDC1-AS1 PE=5 SV=1	98	non-HK		not_mapped_to_ensg	sp	BVAS1_HUMAN	Swiss-Prot reviewed
A6NKH3	RL37L_HUMAN	Putative ribosomal protein eL43-like OS=Homo sapiens OX=9606 GN=RPL37AP8 PE=5 SV=2	93	non-HK		not_mapped_to_ensg	sp	RL37L_HUMAN	Swiss-Prot reviewed
O15544	GR6_HUMAN	Protein GR6 OS=Homo sapiens OX=9606 GN=LINC01565 PE=2 SV=1	149	non-HK		not_mapped_to_ensg	sp	GR6_HUMAN	Swiss-Prot reviewed
P0DSO2	SCGR9_HUMAN	Small cysteine and glycine repeat-containing protein 9 OS=Homo sapiens OX=9606 GN=SCYGR9 PE=1 SV=1	92	non-HK		not_mapped_to_ensg	sp	SCGR9_HUMAN	Swiss-Prot reviewed
P86434	AAS1_HUMAN	Putative uncharacterized protein ADORA2A-AS1 OS=Homo sapiens OX=9606 GN=ADORA2A-AS1 PE=5 SV=1	159	non-HK		not_mapped_to_ensg	sp	AAS1_HUMAN	Swiss-Prot reviewed
Q5SY13	COAS1_HUMAN	Putative uncharacterized protein encoded by COL5A1-AS1 OS=Homo sapiens OX=9606 GN=COL5A1-AS1 PE=5 SV=1	56	non-HK		not_mapped_to_ensg	sp	COAS1_HUMAN	Swiss-Prot reviewed
Q86SH4	PRNT_HUMAN	Putative testis-specific prion protein OS=Homo sapiens OX=9606 GN=PRNT PE=5 SV=1	94	non-HK		not_mapped_to_ensg	sp	PRNT_HUMAN	Swiss-Prot reviewed
Q86Y30	BAGE2_HUMAN	B melanoma antigen 2 OS=Homo sapiens OX=9606 GN=BAGE2 PE=2 SV=1	109	non-HK		not_mapped_to_ensg	sp	BAGE2_HUMAN	Swiss-Prot reviewed
Q8N8H1	ZN321_HUMAN	Putative protein ZNF321 OS=Homo sapiens OX=9606 GN=ZNF321P PE=5 SV=3	164	non-HK		not_mapped_to_ensg	sp	ZN321_HUMAN	Swiss-Prot reviewed
Q9HBA9	FOH1B_HUMAN	Putative N-acetylated-alpha-linked acidic dipeptidase OS=Homo sapiens OX=9606 GN=FOLH1B PE=1 SV=1	442	non-HK		not_mapped_to_ensg	sp	FOH1B_HUMAN	Swiss-Prot reviewed
Q9Y6Z4	KIAS1_HUMAN	Putative uncharacterized protein KIF25-AS1 OS=Homo sapiens OX=9606 GN=KIF25-AS1 PE=5 SV=2	181	non-HK		not_mapped_to_ensg	sp	KIAS1_HUMAN	Swiss-Prot reviewed
P0C626	OR5G3_HUMAN	Olfactory receptor 5G3 OS=Homo sapiens OX=9606 GN=OR5G3 PE=3 SV=1	314	non-HK		not_mapped_to_ensg	sp	OR5G3_HUMAN	Swiss-Prot reviewed
Q6ZW97	Q6ZW97_HUMAN	Hypothetical LOC389834 OS=Homo sapiens OX=9606 GN=LOC389834 PE=2 SV=1	243	non-HK		not_mapped_to_ensg	tr	Q6ZW97_HUMAN	TrEMBL unreviewed
Q8NH89	O5AK3_HUMAN	Olfactory receptor 5AK3 OS=Homo sapiens OX=9606 GN=OR5AK3P PE=3 SV=1	298	non-HK		not_mapped_to_ensg	sp	O5AK3_HUMAN	Swiss-Prot reviewed
A0M8Q6	IGLC7_HUMAN	Immunoglobulin lambda constant 7 OS=Homo sapiens OX=9606 GN=IGLC7 PE=1 SV=3	106	non-HK		not_mapped_to_ensg	sp	IGLC7_HUMAN	Swiss-Prot reviewed
G3V211	CL079_HUMAN	Uncharacterized protein encoded by LINC01619 OS=Homo sapiens OX=9606 GN=LINC01619 PE=5 SV=1	115	non-HK		not_mapped_to_ensg	sp	CL079_HUMAN	Swiss-Prot reviewed
O15255	CXX1_HUMAN	CAAX box protein 1 OS=Homo sapiens OX=9606 GN=RTL8C PE=2 SV=1	209	non-HK		not_mapped_to_ensg	sp	CXX1_HUMAN	Swiss-Prot reviewed
Q8NAA6	CO053_HUMAN	Putative uncharacterized protein encoded by LINC02694 OS=Homo sapiens OX=9606 GN=LINC02694 PE=5 SV=1	179	non-HK		not_mapped_to_ensg	sp	CO053_HUMAN	Swiss-Prot reviewed
Q92771	DDX12_HUMAN	Putative ATP-dependent DNA helicase DDX12 OS=Homo sapiens OX=9606 GN=DDX12P PE=5 SV=3	950	non-HK		not_mapped_to_ensg	sp	DDX12_HUMAN	Swiss-Prot reviewed
Q9P1C3	YN010_HUMAN	Putative uncharacterized protein PRO2829 OS=Homo sapiens OX=9606 GN=PRO2829 PE=5 SV=1	46	non-HK		not_mapped_to_ensg	sp	YN010_HUMAN	Swiss-Prot reviewed
A6NDR6	ME3L1_HUMAN	Putative homeobox protein Meis3-like 1 OS=Homo sapiens OX=9606 GN=MEIS3P1 PE=5 SV=2	274	non-HK		not_mapped_to_ensg	sp	ME3L1_HUMAN	Swiss-Prot reviewed
A6NIZ1	RP1BL_HUMAN	Ras-related protein Rap-1b-like protein OS=Homo sapiens OX=9606 GN=RAP1BL PE=1 SV=1	184	non-HK		not_mapped_to_ensg	sp	RP1BL_HUMAN	Swiss-Prot reviewed
P61578	REC16_HUMAN	Endogenous retrovirus group K member 16 Rec protein OS=Homo sapiens OX=9606 GN=ERVK-16 PE=1 SV=1	105	non-HK		not_mapped_to_ensg	sp	REC16_HUMAN	Swiss-Prot reviewed
Q7Z2V1	TNT_HUMAN	Protein TNT OS=Homo sapiens OX=9606 GN=C16orf82 PE=1 SV=1	217	non-HK		not_mapped_to_ensg	sp	TNT_HUMAN	Swiss-Prot reviewed
Q96PY0	K1908_HUMAN	Putative uncharacterized protein PSMG3-AS1 OS=Homo sapiens OX=9606 GN=PSMG3-AS1 PE=5 SV=2	264	non-HK		not_mapped_to_ensg	sp	K1908_HUMAN	Swiss-Prot reviewed
A8MWX3	WASH4_HUMAN	Putative WAS protein family homolog 4 OS=Homo sapiens OX=9606 GN=WASH4P PE=5 SV=1	477	non-HK		not_mapped_to_ensg	sp	WASH4_HUMAN	Swiss-Prot reviewed
P0CF51	TRGC1_HUMAN	T cell receptor gamma constant 1 OS=Homo sapiens OX=9606 GN=TRGC1 PE=1 SV=1	173	non-HK		not_mapped_to_ensg	sp	TRGC1_HUMAN	Swiss-Prot reviewed
Q0P651	ABD18_HUMAN	Protein ABHD18 OS=Homo sapiens OX=9606 GN=ABHD18 PE=1 SV=1	414	non-HK		not_mapped_to_ensg	sp	ABD18_HUMAN	Swiss-Prot reviewed
Q6NUR6	R216L_HUMAN	Putative protein RNF216-like OS=Homo sapiens OX=9606 GN=RNF216P1 PE=5 SV=2	42	non-HK		not_mapped_to_ensg	sp	R216L_HUMAN	Swiss-Prot reviewed
Q6ZUV0	BACHL_HUMAN	Putative cytosolic acyl coenzyme A thioester hydrolase-like OS=Homo sapiens OX=9606 GN=ACOT7L PE=5 SV=1	252	non-HK		not_mapped_to_ensg	sp	BACHL_HUMAN	Swiss-Prot reviewed
Q96N38	ZN714_HUMAN	Zinc finger protein 714 OS=Homo sapiens OX=9606 GN=ZNF714 PE=1 SV=3	554	non-HK		not_mapped_to_ensg	sp	ZN714_HUMAN	Swiss-Prot reviewed
Q9UKT6	FXL21_HUMAN	Putative F-box/LRR-repeat protein 21 OS=Homo sapiens OX=9606 GN=FBXL21P PE=5 SV=1	434	non-HK		not_mapped_to_ensg	sp	FXL21_HUMAN	Swiss-Prot reviewed
Q5VVS0	CA140_HUMAN	Putative uncharacterized protein C1orf140 OS=Homo sapiens OX=9606 GN=C1orf140 PE=5 SV=1	124	non-HK		not_mapped_to_ensg	sp	CA140_HUMAN	Swiss-Prot reviewed
