uniprot_accession	entry_name	description	protein_length_aa	hk_status_protein_level	hk_source	gene_id	hk_status_gene_level	n_tissues_expressed	mean_nTPM_across_expressed_tissues	median_nTPM_across_expressed_tissues	breadth_group
Q96PE5	OPALI_HUMAN	Opalin OS=Homo sapiens OX=9606 GN=OPALIN PE=1 SV=1	141	non-HK		ENSG00000197430	non-HK	8	79.525	70.95	restricted non-HK
Q99683	M3K5_HUMAN	Mitogen-activated protein kinase kinase kinase 5 OS=Homo sapiens OX=9606 GN=MAP3K5 PE=1 SV=1	1374	non-HK		ENSG00000197442	non-HK	36	14.519444444444446	10.7	broad non-HK
Q9ULD0	OGDHL_HUMAN	2-oxoglutarate dehydrogenase-like, mitochondrial OS=Homo sapiens OX=9606 GN=OGDHL PE=1 SV=3	1010	non-HK		ENSG00000197444	non-HK	23	20.891304347826086	17.3	intermediate non-HK
P24903	CP2F1_HUMAN	Cytochrome P450 2F1 OS=Homo sapiens OX=9606 GN=CYP2F1 PE=1 SV=2	491	non-HK		ENSG00000197446	non-HK	2	1.4500000000000002	1.4500000000000002	restricted non-HK
Q9Y2Q3	GSTK1_HUMAN	Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3	226	HK	HRT Atlas	ENSG00000197448	HK	36	128.06944444444446	114.2	HK
Q99729	ROAA_HUMAN	Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=2	332	HK	HRT Atlas	ENSG00000197451	HK	36	63.080555555555556	63.65	HK
Q9NZ72	STMN3_HUMAN	Stathmin-3 OS=Homo sapiens OX=9606 GN=STMN3 PE=1 SV=3	180	non-HK		ENSG00000197457	non-HK	36	73.75555555555555	25.1	broad non-HK
P04085	PDGFA_HUMAN	Platelet-derived growth factor subunit A OS=Homo sapiens OX=9606 GN=PDGFA PE=1 SV=1	211	non-HK		ENSG00000197461	non-HK	36	21.083333333333332	18.2	broad non-HK
P15421	GLPE_HUMAN	Glycophorin-E OS=Homo sapiens OX=9606 GN=GYPE PE=2 SV=2	78	non-HK		ENSG00000197465	non-HK	5	1.7	1.4	restricted non-HK
Q5TAT6	CODA1_HUMAN	Collagen alpha-1(XIII) chain OS=Homo sapiens OX=9606 GN=COL13A1 PE=1 SV=1	717	non-HK		ENSG00000197467	non-HK	21	5.052380952380953	2.7	intermediate non-HK
P16150	LEUK_HUMAN	Leukosialin OS=Homo sapiens OX=9606 GN=SPN PE=1 SV=1	400	non-HK		ENSG00000197471	non-HK	6	3.8333333333333335	2.55	restricted non-HK
Q9Y5F2	PCDBB_HUMAN	Protocadherin beta-11 OS=Homo sapiens OX=9606 GN=PCDHB11 PE=1 SV=1	797	non-HK		ENSG00000197479	non-HK	6	1.6833333333333333	1.2999999999999998	restricted non-HK
Q5EBL2	ZN628_HUMAN	Zinc finger protein 628 OS=Homo sapiens OX=9606 GN=ZNF628 PE=1 SV=3	1059	non-HK		ENSG00000197483	non-HK	35	4.991428571428571	4.6	intermediate non-HK
O95528	GTR10_HUMAN	Solute carrier family 2, facilitated glucose transporter member 10 OS=Homo sapiens OX=9606 GN=SLC2A10 PE=1 SV=2	541	non-HK		ENSG00000197496	non-HK	35	8.105714285714285	6.1	intermediate non-HK
Q9H7R5	ZN665_HUMAN	Zinc finger protein 665 OS=Homo sapiens OX=9606 GN=ZNF665 PE=1 SV=3	678	non-HK		ENSG00000197497	non-HK	3	1.0666666666666667	1.0	restricted non-HK
Q9H7B2	RPF2_HUMAN	Ribosome production factor 2 homolog OS=Homo sapiens OX=9606 GN=RPF2 PE=1 SV=2	306	non-HK		ENSG00000197498	non-HK	36	9.122222222222222	8.9	broad non-HK
Q9HAS3	S28A3_HUMAN	Solute carrier family 28 member 3 OS=Homo sapiens OX=9606 GN=SLC28A3 PE=1 SV=1	691	non-HK		ENSG00000197506	non-HK	11	4.709090909090909	3.9	restricted non-HK
A6PVY3	F177B_HUMAN	Protein FAM177B OS=Homo sapiens OX=9606 GN=FAM177B PE=1 SV=1	158	non-HK		ENSG00000197520	non-HK	5	4.859999999999999	5.8	restricted non-HK
Q96AX9	MIB2_HUMAN	E3 ubiquitin-protein ligase MIB2 OS=Homo sapiens OX=9606 GN=MIB2 PE=1 SV=4	955	non-HK		ENSG00000197530	non-HK	35	10.82857142857143	7.9	intermediate non-HK
Q8NGX8	OR6Y1_HUMAN	Olfactory receptor 6Y1 OS=Homo sapiens OX=9606 GN=OR6Y1 PE=3 SV=1	325	non-HK		ENSG00000197532	non-HK	1	1.2	1.2	restricted non-HK
Q9Y4I1	MYO5A_HUMAN	Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=2	1855	non-HK		ENSG00000197535	non-HK	30	2.79	1.7	intermediate non-HK
P51124	GRAM_HUMAN	Granzyme M OS=Homo sapiens OX=9606 GN=GZMM PE=1 SV=2	257	non-HK		ENSG00000197540	non-HK	20	3.1	1.55	intermediate non-HK
O95352	ATG7_HUMAN	Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens OX=9606 GN=ATG7 PE=1 SV=1	703	non-HK		ENSG00000197548	non-HK	36	8.702777777777778	8.649999999999999	broad non-HK
O43166	SI1L1_HUMAN	Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens OX=9606 GN=SIPA1L1 PE=1 SV=4	1804	non-HK		ENSG00000197555	non-HK	36	10.5	8.15	broad non-HK
Q86WT1	IT70A_HUMAN	Intraflagellar transport protein 70A OS=Homo sapiens OX=9606 GN=IFT70A PE=1 SV=3	665	non-HK		ENSG00000197557	non-HK	29	1.813793103448276	1.4	intermediate non-HK
P08246	ELNE_HUMAN	Neutrophil elastase OS=Homo sapiens OX=9606 GN=ELANE PE=1 SV=1	267	non-HK		ENSG00000197561	non-HK	21	4.876190476190476	1.8	intermediate non-HK
Q96S21	RB40C_HUMAN	Ras-related protein Rab-40C OS=Homo sapiens OX=9606 GN=RAB40C PE=1 SV=1	281	non-HK		ENSG00000197562	non-HK	36	16.936111111111114	13.5	broad non-HK
O95427	PIGN_HUMAN	GPI ethanolamine phosphate transferase 1 OS=Homo sapiens OX=9606 GN=PIGN PE=1 SV=1	931	non-HK		ENSG00000197563	non-HK	36	5.1194444444444445	4.3	broad non-HK
Q14031	CO4A6_HUMAN	Collagen alpha-6(IV) chain OS=Homo sapiens OX=9606 GN=COL4A6 PE=1 SV=3	1691	non-HK		ENSG00000197565	non-HK	24	8.591666666666667	4.5	intermediate non-HK
Q9P2J8	ZN624_HUMAN	Zinc finger protein 624 OS=Homo sapiens OX=9606 GN=ZNF624 PE=1 SV=3	865	non-HK		ENSG00000197566	non-HK	13	1.4076923076923078	1.1	intermediate non-HK
Q00056	HXA4_HUMAN	Homeobox protein Hox-A4 OS=Homo sapiens OX=9606 GN=HOXA4 PE=1 SV=3	320	non-HK		ENSG00000197576	non-HK	27	9.974074074074075	7.9	intermediate non-HK
Q9NS56	TOPRS_HUMAN	E3 ubiquitin-protein ligase Topors OS=Homo sapiens OX=9606 GN=TOPORS PE=1 SV=1	1045	non-HK		ENSG00000197579	non-HK	36	6.919444444444444	6.75	broad non-HK
Q9BYV7	BCDO2_HUMAN	Carotenoid-cleaving dioxygenase, mitochondrial OS=Homo sapiens OX=9606 GN=BCO2 PE=1 SV=5	579	non-HK		ENSG00000197580	non-HK	33	7.657575757575757	2.9	intermediate non-HK
Q9Y691	KCMB2_HUMAN	Calcium-activated potassium channel subunit beta-2 OS=Homo sapiens OX=9606 GN=KCNMB2 PE=1 SV=1	235	non-HK		ENSG00000197584	non-HK	15	2.3866666666666663	1.9	intermediate non-HK
O75354	ENTP6_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 6 OS=Homo sapiens OX=9606 GN=ENTPD6 PE=1 SV=3	484	non-HK		ENSG00000197586	non-HK	36	41.36388888888889	36.45	broad non-HK
P22413	ENPP1_HUMAN	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 OS=Homo sapiens OX=9606 GN=ENPP1 PE=1 SV=2	925	non-HK		ENSG00000197594	non-HK	25	5.787999999999999	3.0	intermediate non-HK
A6NI56	CC154_HUMAN	Coiled-coil domain-containing protein 154 OS=Homo sapiens OX=9606 GN=CCDC154 PE=1 SV=5	667	non-HK		ENSG00000197599	non-HK	17	2.4529411764705884	1.5	intermediate non-HK
Q8WVX9	FACR1_HUMAN	Fatty acyl-CoA reductase 1 OS=Homo sapiens OX=9606 GN=FAR1 PE=1 SV=1	515	non-HK		ENSG00000197601	non-HK	36	19.336111111111112	16.85	broad non-HK
Q9H799	CPLN1_HUMAN	Ciliogenesis and planar polarity effector 1 OS=Homo sapiens OX=9606 GN=CPLANE1 PE=1 SV=4	3197	non-HK		ENSG00000197603	non-HK	35	2.568571428571429	2.4	intermediate non-HK
Q6ZN19	ZN841_HUMAN	Zinc finger protein 841 OS=Homo sapiens OX=9606 GN=ZNF841 PE=1 SV=1	808	non-HK		ENSG00000197608	non-HK	36	7.633333333333334	7.5	broad non-HK
Q13361	MFAP5_HUMAN	Microfibrillar-associated protein 5 OS=Homo sapiens OX=9606 GN=MFAP5 PE=1 SV=1	173	non-HK		ENSG00000197614	non-HK	28	32.035714285714285	17.4	intermediate non-HK
P13533	MYH6_HUMAN	Myosin-6 OS=Homo sapiens OX=9606 GN=MYH6 PE=1 SV=5	1939	non-HK		ENSG00000197616	non-HK	6	836.4499999999999	5.25	restricted non-HK
Q8N8J6	ZN615_HUMAN	Zinc finger protein 615 OS=Homo sapiens OX=9606 GN=ZNF615 PE=1 SV=2	731	non-HK		ENSG00000197619	non-HK	36	3.8833333333333337	3.4	broad non-HK
Q8TE69	EOLA1_HUMAN	Protein EOLA1 OS=Homo sapiens OX=9606 GN=EOLA1 PE=1 SV=3	158	non-HK		ENSG00000197620	non-HK	36	19.4	18.25	broad non-HK
Q9NRR8	C42S1_HUMAN	CDC42 small effector protein 1 OS=Homo sapiens OX=9606 GN=CDC42SE1 PE=1 SV=1	79	HK	HRT Atlas	ENSG00000197622	HK	36	44.22777777777778	42.65	HK
Q2M385	MPEG1_HUMAN	Macrophage-expressed gene 1 protein OS=Homo sapiens OX=9606 GN=MPEG1 PE=1 SV=1	716	non-HK		ENSG00000197629	non-HK	32	7.5625	3.1	intermediate non-HK
P05120	PAI2_HUMAN	Plasminogen activator inhibitor 2 OS=Homo sapiens OX=9606 GN=SERPINB2 PE=1 SV=2	415	non-HK		ENSG00000197632	non-HK	9	39.53333333333333	27.5	restricted non-HK
P27487	DPP4_HUMAN	Dipeptidyl peptidase 4 OS=Homo sapiens OX=9606 GN=DPP4 PE=1 SV=2	766	non-HK		ENSG00000197635	non-HK	21	7.923809523809524	4.3	intermediate non-HK
Q9UIV8	SPB13_HUMAN	Serpin B13 OS=Homo sapiens OX=9606 GN=SERPINB13 PE=1 SV=2	391	non-HK		ENSG00000197641	non-HK	5	85.78	88.0	restricted non-HK
Q9BQ51	PD1L2_HUMAN	Programmed cell death 1 ligand 2 OS=Homo sapiens OX=9606 GN=PDCD1LG2 PE=1 SV=2	273	non-HK		ENSG00000197646	non-HK	13	2.2384615384615385	1.9	intermediate non-HK
Q8N7K0	ZN433_HUMAN	Zinc finger protein 433 OS=Homo sapiens OX=9606 GN=ZNF433 PE=1 SV=1	673	non-HK		ENSG00000197647	non-HK	36	3.9027777777777777	3.3	broad non-HK
Q8TC90	CCER1_HUMAN	Coiled-coil domain-containing glutamate-rich protein 1 OS=Homo sapiens OX=9606 GN=CCER1 PE=1 SV=1	406	non-HK		ENSG00000197651	non-HK	1	36.2	36.2	restricted non-HK
Q8IVF4	DYH10_HUMAN	Dynein axonemal heavy chain 10 OS=Homo sapiens OX=9606 GN=DNAH10 PE=1 SV=4	4471	non-HK		ENSG00000197653	non-HK	3	2.033333333333333	2.5	restricted non-HK
Q6PEX3	KR261_HUMAN	Keratin-associated protein 26-1 OS=Homo sapiens OX=9606 GN=KRTAP26-1 PE=1 SV=1	210	non-HK		ENSG00000197683	non-HK	1	17.7	17.7	restricted non-HK
Q13813	SPTN1_HUMAN	Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3	2472	non-HK		ENSG00000197694	non-HK	36	46.83888888888889	40.75	broad non-HK
P08949	NMB_HUMAN	Neuromedin-B OS=Homo sapiens OX=9606 GN=NMB PE=1 SV=4	121	non-HK		ENSG00000197696	non-HK	36	16.855555555555554	11.35	broad non-HK
Q9NVD7	PARVA_HUMAN	Alpha-parvin OS=Homo sapiens OX=9606 GN=PARVA PE=1 SV=1	372	non-HK		ENSG00000197702	non-HK	36	22.233333333333334	15.9	broad non-HK
Q9P2G3	KLH14_HUMAN	Kelch-like protein 14 OS=Homo sapiens OX=9606 GN=KLHL14 PE=1 SV=2	628	non-HK		ENSG00000197705	non-HK	9	3.788888888888889	3.5	restricted non-HK
Q8IWE2	NXP20_HUMAN	Protein NOXP20 OS=Homo sapiens OX=9606 GN=FAM114A1 PE=1 SV=2	563	non-HK		ENSG00000197712	non-HK	36	16.727777777777778	17.049999999999997	broad non-HK
Q96AT9	RPE_HUMAN	Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE PE=1 SV=1	228	non-HK		ENSG00000197713	non-HK	36	13.827777777777778	13.9	broad non-HK
Q14592	ZN460_HUMAN	Zinc finger protein 460 OS=Homo sapiens OX=9606 GN=ZNF460 PE=1 SV=2	562	non-HK		ENSG00000197714	non-HK	20	1.465	1.3	intermediate non-HK
O75151	PHF2_HUMAN	Lysine-specific demethylase PHF2 OS=Homo sapiens OX=9606 GN=PHF2 PE=1 SV=4	1096	non-HK		ENSG00000197724	non-HK	36	22.719444444444445	22.25	broad non-HK
P62854	RS26_HUMAN	Small ribosomal subunit protein eS26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3	115	non-HK		ENSG00000197728	non-HK	36	636.6527777777778	640.2	broad non-HK
Q6XE38	SG1D4_HUMAN	Secretoglobin family 1D member 4 OS=Homo sapiens OX=9606 GN=SCGB1D4 PE=1 SV=1	83	non-HK		ENSG00000197745	non-HK	3	30.23333333333333	9.0	restricted non-HK
P07602	SAP_HUMAN	Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2	524	HK	HRT Atlas	ENSG00000197746	HK	36	642.4000000000001	598.55	HK
P60903	S10AA_HUMAN	Protein S100-A10 OS=Homo sapiens OX=9606 GN=S100A10 PE=1 SV=2	97	non-HK		ENSG00000197747	non-HK	36	366.1222222222222	216.0	broad non-HK
Q8NDM7	CFA43_HUMAN	Cilia- and flagella-associated protein 43 OS=Homo sapiens OX=9606 GN=CFAP43 PE=1 SV=3	1665	non-HK		ENSG00000197748	non-HK	19	8.26842105263158	5.2	intermediate non-HK
Q8TAF8	LHPL5_HUMAN	LHFPL tetraspan subfamily member 5 protein OS=Homo sapiens OX=9606 GN=LHFPL5 PE=1 SV=1	219	non-HK		ENSG00000197753	non-HK	32	2.45625	2.05	intermediate non-HK
P61513	RL37A_HUMAN	Large ribosomal subunit protein eL43 OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2	92	HK	HRT Atlas	ENSG00000197756	HK	36	2630.0722222222225	2450.95	HK
P09630	HXC6_HUMAN	Homeobox protein Hox-C6 OS=Homo sapiens OX=9606 GN=HOXC6 PE=1 SV=3	235	non-HK		ENSG00000197757	non-HK	19	10.58421052631579	11.2	intermediate non-HK
Q86VQ6	TRXR3_HUMAN	Thioredoxin reductase 3 OS=Homo sapiens OX=9606 GN=TXNRD3 PE=1 SV=4	643	non-HK		ENSG00000197763	non-HK	36	3.263888888888889	3.1500000000000004	broad non-HK
P00746	CFAD_HUMAN	Complement factor D OS=Homo sapiens OX=9606 GN=CFD PE=1 SV=5	253	non-HK		ENSG00000197766	non-HK	36	263.75	124.25	broad non-HK
Q8N7X2	STPG3_HUMAN	Protein STPG3 OS=Homo sapiens OX=9606 GN=STPG3 PE=1 SV=2	386	non-HK		ENSG00000197768	non-HK	4	11.25	1.45	restricted non-HK
Q9BXW4	MLP3C_HUMAN	Microtubule-associated protein 1 light chain 3 gamma OS=Homo sapiens OX=9606 GN=MAP1LC3C PE=1 SV=1	147	non-HK		ENSG00000197769	non-HK	15	4.66	3.5	intermediate non-HK
Q9BTE3	MCMBP_HUMAN	Mini-chromosome maintenance complex-binding protein OS=Homo sapiens OX=9606 GN=MCMBP PE=1 SV=2	642	HK	HRT Atlas	ENSG00000197771	HK	36	10.261111111111111	10.5	HK
A4GXA9	EME2_HUMAN	Structure-specific endonuclease subunit EME2 OS=Homo sapiens OX=9606 GN=EME2 PE=1 SV=3	379	non-HK		ENSG00000197774	non-HK	35	3.2	2.6	intermediate non-HK
Q8N7A1	KLDC1_HUMAN	Kelch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=KLHDC1 PE=1 SV=2	406	non-HK		ENSG00000197776	non-HK	36	4.386111111111111	4.5	broad non-HK
P51508	ZNF81_HUMAN	Zinc finger protein 81 OS=Homo sapiens OX=9606 GN=ZNF81 PE=1 SV=3	661	non-HK		ENSG00000197779	non-HK	35	1.7114285714285713	1.7	intermediate non-HK
Q15543	TAF13_HUMAN	Transcription initiation factor TFIID subunit 13 OS=Homo sapiens OX=9606 GN=TAF13 PE=1 SV=1	124	non-HK		ENSG00000197780	non-HK	36	10.202777777777778	8.0	broad non-HK
O75290	Z780A_HUMAN	Zinc finger protein 780A OS=Homo sapiens OX=9606 GN=ZNF780A PE=1 SV=3	641	non-HK		ENSG00000197782	non-HK	36	2.4055555555555554	2.3499999999999996	broad non-HK
Q9NVI7	ATD3A_HUMAN	ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=3	586	non-HK		ENSG00000197785	non-HK	36	14.22777777777778	12.45	broad non-HK
Q9BPY3	F118B_HUMAN	Protein FAM118B OS=Homo sapiens OX=9606 GN=FAM118B PE=1 SV=1	351	non-HK		ENSG00000197798	non-HK	36	10.024999999999999	8.8	broad non-HK
Q8TAF7	ZN461_HUMAN	Zinc finger protein 461 OS=Homo sapiens OX=9606 GN=ZNF461 PE=1 SV=2	563	non-HK		ENSG00000197808	non-HK	36	2.816666666666667	2.6	broad non-HK
Q9Y2E8	SL9A8_HUMAN	Sodium/hydrogen exchanger 8 OS=Homo sapiens OX=9606 GN=SLC9A8 PE=1 SV=4	581	non-HK		ENSG00000197818	non-HK	36	4.541666666666667	4.25	broad non-HK
Q16625	OCLN_HUMAN	Occludin OS=Homo sapiens OX=9606 GN=OCLN PE=1 SV=1	522	non-HK		ENSG00000197822	non-HK	34	4.8088235294117645	3.5	intermediate non-HK
Q6V702	CF299_HUMAN	Cilia- and flagella-associated protein 299 OS=Homo sapiens OX=9606 GN=CFAP299 PE=1 SV=4	233	non-HK		ENSG00000197826	non-HK	8	5.025	2.2	restricted non-HK
P62805	H4_HUMAN	Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2	103	non-HK		ENSG00000197837	non-HK	3	1.1333333333333335	1.1	restricted non-HK
Q16696	CP2AD_HUMAN	Cytochrome P450 2A13 OS=Homo sapiens OX=9606 GN=CYP2A13 PE=1 SV=3	494	non-HK		ENSG00000197838	non-HK	1	1.9	1.9	restricted non-HK
Q2M3W8	ZN181_HUMAN	Zinc finger protein 181 OS=Homo sapiens OX=9606 GN=ZNF181 PE=1 SV=1	571	non-HK		ENSG00000197841	non-HK	36	8.422222222222222	8.149999999999999	broad non-HK
Q9NTI7	INKA2_HUMAN	PAK4-inhibitor INKA2 OS=Homo sapiens OX=9606 GN=INKA2 PE=1 SV=1	297	non-HK		ENSG00000197852	non-HK	34	4.238235294117647	3.45	intermediate non-HK
P15621	ZNF44_HUMAN	Zinc finger protein 44 OS=Homo sapiens OX=9606 GN=ZNF44 PE=1 SV=3	663	non-HK		ENSG00000197857	non-HK	36	5.966666666666667	6.05	broad non-HK
O43292	GPAA1_HUMAN	GPI-anchor transamidase component GPAA1 OS=Homo sapiens OX=9606 GN=GPAA1 PE=1 SV=3	621	HK	HRT Atlas	ENSG00000197858	HK	36	47.62777777777777	46.45	HK
Q86TH1	ATL2_HUMAN	ADAMTS-like protein 2 OS=Homo sapiens OX=9606 GN=ADAMTSL2 PE=1 SV=1	951	non-HK		ENSG00000197859	non-HK	33	10.312121212121212	6.1	intermediate non-HK
Q96EQ0	SGTB_HUMAN	Small glutamine-rich tetratricopeptide repeat-containing protein beta OS=Homo sapiens OX=9606 GN=SGTB PE=1 SV=1	304	non-HK		ENSG00000197860	non-HK	34	4.964705882352941	2.45	intermediate non-HK
Q6PG37	ZN790_HUMAN	Zinc finger protein 790 OS=Homo sapiens OX=9606 GN=ZNF790 PE=1 SV=2	636	non-HK		ENSG00000197863	non-HK	36	3.1194444444444445	2.8	broad non-HK
Q04118	PRB3_HUMAN	Basic salivary proline-rich protein 3 OS=Homo sapiens OX=9606 GN=PRB3 PE=1 SV=3	351	non-HK		ENSG00000197870	non-HK	3	3.033333333333333	1.4	restricted non-HK
Q9H0Q0	CYRIA_HUMAN	CYFIP-related Rac1 interactor A OS=Homo sapiens OX=9606 GN=CYRIA PE=1 SV=1	323	non-HK		ENSG00000197872	non-HK	35	9.948571428571428	7.0	intermediate non-HK
O00159	MYO1C_HUMAN	Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4	1063	non-HK		ENSG00000197879	non-HK	36	53.047222222222224	56.05	broad non-HK
Q9NYS0	KBRS1_HUMAN	NF-kappa-B inhibitor-interacting Ras-like protein 1 OS=Homo sapiens OX=9606 GN=NKIRAS1 PE=1 SV=1	192	non-HK		ENSG00000197885	non-HK	36	14.844444444444443	8.6	broad non-HK
O75795	UDB17_HUMAN	UDP-glucuronosyltransferase 2B17 OS=Homo sapiens OX=9606 GN=UGT2B17 PE=1 SV=1	530	non-HK		ENSG00000197888	non-HK	3	109.2	114.2	restricted non-HK
Q5JSS6	MEIG1_HUMAN	Meiosis expressed gene 1 protein homolog OS=Homo sapiens OX=9606 GN=MEIG1 PE=1 SV=1	88	non-HK		ENSG00000197889	non-HK	4	3.2	1.15	restricted non-HK
Q96S37	S22AC_HUMAN	Solute carrier family 22 member 12 OS=Homo sapiens OX=9606 GN=SLC22A12 PE=1 SV=1	553	non-HK		ENSG00000197891	non-HK	1	103.6	103.6	restricted non-HK
Q9NQT8	KI13B_HUMAN	Kinesin-like protein KIF13B OS=Homo sapiens OX=9606 GN=KIF13B PE=1 SV=2	1826	non-HK		ENSG00000197892	non-HK	36	10.48611111111111	8.75	broad non-HK
Q86VF7	NRAP_HUMAN	Nebulin-related-anchoring protein OS=Homo sapiens OX=9606 GN=NRAP PE=1 SV=2	1730	non-HK		ENSG00000197893	non-HK	5	399.54	21.4	restricted non-HK
P11766	ADHX_HUMAN	Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4	374	HK	HRT Atlas	ENSG00000197894	HK	36	77.39722222222223	68.45	HK
Q4U2R8	S22A6_HUMAN	Solute carrier family 22 member 6 OS=Homo sapiens OX=9606 GN=SLC22A6 PE=1 SV=1	563	non-HK		ENSG00000197901	non-HK	8	20.225	2.75	restricted non-HK
O60814	H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens OX=9606 GN=H2BC12 PE=1 SV=3	126	non-HK		ENSG00000197903	non-HK	35	31.84285714285714	31.4	intermediate non-HK
Q15561	TEAD4_HUMAN	Transcriptional enhancer factor TEF-3 OS=Homo sapiens OX=9606 GN=TEAD4 PE=1 SV=3	434	non-HK		ENSG00000197905	non-HK	35	12.780000000000001	7.6	intermediate non-HK
Q9UQ90	SPG7_HUMAN	Mitochondrial inner membrane m-AAA protease component paraplegin OS=Homo sapiens OX=9606 GN=SPG7 PE=1 SV=2	795	HK	HRT Atlas	ENSG00000197912	HK	36	15.308333333333334	13.649999999999999	HK
Q5TA89	HES5_HUMAN	Transcription factor HES-5 OS=Homo sapiens OX=9606 GN=HES5 PE=2 SV=1	166	non-HK		ENSG00000197921	non-HK	11	7.072727272727272	4.8	restricted non-HK
Q86XU0	ZN677_HUMAN	Zinc finger protein 677 OS=Homo sapiens OX=9606 GN=ZNF677 PE=2 SV=1	584	non-HK		ENSG00000197928	non-HK	35	6.3	5.1	intermediate non-HK
Q96HE7	ERO1A_HUMAN	ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2	468	non-HK		ENSG00000197930	non-HK	36	21.416666666666668	13.7	broad non-HK
P16415	ZN823_HUMAN	Zinc finger protein 823 OS=Homo sapiens OX=9606 GN=ZNF823 PE=1 SV=2	610	non-HK		ENSG00000197933	non-HK	36	3.155555555555556	3.1	broad non-HK
Q5JNZ3	ZN311_HUMAN	Zinc finger protein 311 OS=Homo sapiens OX=9606 GN=ZNF311 PE=1 SV=2	666	non-HK		ENSG00000197935	non-HK	4	1.4	1.1	restricted non-HK
Q96SE7	ZN347_HUMAN	Zinc finger protein 347 OS=Homo sapiens OX=9606 GN=ZNF347 PE=1 SV=2	839	non-HK		ENSG00000197937	non-HK	36	2.977777777777778	2.6500000000000004	broad non-HK
P16885	PLCG2_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 OS=Homo sapiens OX=9606 GN=PLCG2 PE=1 SV=4	1265	non-HK		ENSG00000197943	non-HK	30	4.373333333333333	2.75	intermediate non-HK
Q86WN1	FCSD1_HUMAN	F-BAR and double SH3 domains protein 1 OS=Homo sapiens OX=9606 GN=FCHSD1 PE=1 SV=1	690	non-HK		ENSG00000197948	non-HK	36	8.322222222222223	8.05	broad non-HK
Q9NQZ8	ZNF71_HUMAN	Endothelial zinc finger protein induced by tumor necrosis factor alpha OS=Homo sapiens OX=9606 GN=ZNF71 PE=1 SV=1	489	non-HK		ENSG00000197951	non-HK	36	2.863888888888889	2.8499999999999996	broad non-HK
Q6P093	ADCL2_HUMAN	Arylacetamide deacetylase-like 2 OS=Homo sapiens OX=9606 GN=AADACL2 PE=1 SV=3	401	non-HK		ENSG00000197953	non-HK	1	10.1	10.1	restricted non-HK
P06703	S10A6_HUMAN	Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1	90	HK	HRT Atlas	ENSG00000197956	HK	36	1514.7222222222222	1393.75	HK
P30050	RL12_HUMAN	Large ribosomal subunit protein uL11 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1	165	non-HK		ENSG00000197958	non-HK	36	1343.0	1271.95	broad non-HK
Q9UQ16	DYN3_HUMAN	Dynamin-3 OS=Homo sapiens OX=9606 GN=DNM3 PE=1 SV=4	869	non-HK		ENSG00000197959	non-HK	31	7.45483870967742	2.8	intermediate non-HK
P58317	ZN121_HUMAN	Zinc finger protein 121 OS=Homo sapiens OX=9606 GN=ZNF121 PE=1 SV=2	390	non-HK		ENSG00000197961	non-HK	36	4.969444444444445	4.9	broad non-HK
O95297	MPZL1_HUMAN	Myelin protein zero-like protein 1 OS=Homo sapiens OX=9606 GN=MPZL1 PE=1 SV=1	269	HK	HRT Atlas	ENSG00000197965	HK	36	34.766666666666666	32.7	HK
Q96RL7	VP13A_HUMAN	Intermembrane lipid transfer protein VPS13A OS=Homo sapiens OX=9606 GN=VPS13A PE=1 SV=2	3174	non-HK		ENSG00000197969	non-HK	36	5.922222222222222	5.6	broad non-HK
P02686	MBP_HUMAN	Myelin basic protein OS=Homo sapiens OX=9606 GN=MBP PE=1 SV=3	304	non-HK		ENSG00000197971	non-HK	36	5716.422222222222	20.200000000000003	broad non-HK
