Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_id	gene_length_bp
ENSG00000163564	158930796	158977059	1	ENSG00000163564	46264
ENSG00000162927	60940222	61018259	2	ENSG00000162927	78038
ENSG00000169750	82031678	82034204	17	ENSG00000169750	2527
ENSG00000163565	158999968	159055155	1	ENSG00000163565	55188
ENSG00000162928	61017225	61051990	2	ENSG00000162928	34766
ENSG00000169738	82035136	82037709	17	ENSG00000169738	2574
ENSG00000162924	60881491	60931612	2	ENSG00000162924	50122
ENSG00000144504	240479422	240569209	2	ENSG00000144504	89788
ENSG00000163568	159061599	159187843	1	ENSG00000163568	126245
ENSG00000222009	44808523	44815585	1	ENSG00000222009	7063
ENSG00000169727	82050691	82057470	17	ENSG00000169727	6780
ENSG00000004455	33007986	33080996	1	ENSG00000004455	73011
ENSG00000157131	56854768	56918223	1	ENSG00000157131	63456
ENSG00000173372	22635077	22639678	1	ENSG00000173372	4602
ENSG00000289692	22636506	22644067	1	ENSG00000289692	7562
ENSG00000159189	22643014	22648110	1	ENSG00000159189	5097
ENSG00000119185	9403475	9423528	2	ENSG00000119185	20054
ENSG00000173369	22652762	22661637	1	ENSG00000173369	8876
ENSG00000117335	207752037	207795513	1	ENSG00000117335	43477
ENSG00000119203	9423651	9473101	2	ENSG00000119203	49451
ENSG00000184502	41712331	41715969	17	ENSG00000184502	3639
ENSG00000173805	41717742	41734644	17	ENSG00000173805	16903
ENSG00000173801	41754604	41786931	17	ENSG00000173801	32328
ENSG00000134330	9473658	9496543	2	ENSG00000134330	22886
ENSG00000134308	9583967	9630997	2	ENSG00000134308	47031
ENSG00000141696	41801947	41812604	17	ENSG00000141696	10658
ENSG00000180667	207043849	207052980	1	ENSG00000180667	9132
ENSG00000123843	207088860	207099993	1	ENSG00000123843	11134
ENSG00000151694	9488486	9556732	2	ENSG00000151694	68247
ENSG00000141756	41812680	41823213	17	ENSG00000141756	10534
ENSG00000123838	207104233	207144972	1	ENSG00000123838	40740
ENSG00000141698	41825057	41836260	17	ENSG00000141698	11204
ENSG00000289694	22025142	22092943	1	ENSG00000289694	67802
ENSG00000116785	196774813	196795407	1	ENSG00000116785	20595
ENSG00000123689	209675412	209676390	1	ENSG00000123689	979
ENSG00000117594	209686178	209734949	1	ENSG00000117594	48772
ENSG00000168505	236165236	236168386	2	ENSG00000168505	3151
ENSG00000009790	209756032	209782320	1	ENSG00000009790	26289
ENSG00000157985	235494043	236131793	2	ENSG00000157985	637751
ENSG00000141527	80169992	80216073	17	ENSG00000141527	46082
ENSG00000162757	209779208	209784559	1	ENSG00000162757	5352
ENSG00000289700	209779629	209806179	1	ENSG00000289700	26551
ENSG00000171951	223596940	223602361	2	ENSG00000171951	5422
ENSG00000117595	209785617	209806175	1	ENSG00000117595	20559
ENSG00000085449	223855716	223945357	2	ENSG00000085449	89642
ENSG00000117597	209827972	209857565	1	ENSG00000117597	29594
ENSG00000135900	223957463	223967714	2	ENSG00000135900	10252
ENSG00000135919	223975045	224039318	2	ENSG00000135919	64274
ENSG00000177181	42380792	42424232	1	ENSG00000177181	43441
ENSG00000066185	42430329	42456253	1	ENSG00000066185	25925
ENSG00000134684	32775237	32818031	1	ENSG00000134684	42795
ENSG00000108733	35574795	35578863	17	ENSG00000108733	4069
ENSG00000152056	223667680	223838027	2	ENSG00000152056	170348
ENSG00000168646	65528563	65561648	17	ENSG00000168646	33086
ENSG00000286239	223757258	223945299	2	ENSG00000286239	188042
ENSG00000021852	56929207	56974383	1	ENSG00000021852	45177
ENSG00000153561	86720291	86778041	2	ENSG00000153561	57751
ENSG00000266076	65538102	65641033	17	ENSG00000266076	102932
ENSG00000132716	160215715	160262549	1	ENSG00000132716	46835
ENSG00000172116	86815339	86861924	2	ENSG00000172116	46586
ENSG00000154240	65635537	66192133	17	ENSG00000154240	556597
ENSG00000153563	86784610	86808396	2	ENSG00000153563	23787
ENSG00000258465	160216800	160285130	1	ENSG00000258465	68331
ENSG00000116044	177218667	177392756	2	ENSG00000116044	174090
ENSG00000162735	160276807	160286348	1	ENSG00000162735	9542
ENSG00000091583	66212033	66256525	17	ENSG00000091583	44493
ENSG00000108924	55264960	55325187	17	ENSG00000108924	60228
ENSG00000171786	160367071	160372846	1	ENSG00000171786	5776
ENSG00000162739	160485030	160523262	1	ENSG00000162739	38233
ENSG00000108960	55392622	55421924	17	ENSG00000108960	29303
ENSG00000066294	160541095	160579516	1	ENSG00000066294	38422
ENSG00000261873	55449856	55511452	17	ENSG00000261873	61597
ENSG00000262165	4801159	4807013	17	ENSG00000262165	5855
ENSG00000035862	78852977	78925387	17	ENSG00000035862	72411
ENSG00000122218	160288594	160343566	1	ENSG00000122218	54973
ENSG00000178404	78890579	78903217	17	ENSG00000178404	12639
ENSG00000136449	50508425	50531501	17	ENSG00000136449	23077
ENSG00000159961	3411370	3424070	17	ENSG00000159961	12701
ENSG00000214447	44899774	44905390	17	ENSG00000214447	5617
ENSG00000132470	75721328	75757818	17	ENSG00000132470	36491
ENSG00000115758	10439968	10448327	2	ENSG00000115758	8360
ENSG00000185013	18562871	18589572	2	ENSG00000185013	26702
ENSG00000169474	152984081	152985814	1	ENSG00000169474	1734
ENSG00000118200	200738893	200860704	1	ENSG00000118200	121812
ENSG00000170144	177212694	177223959	2	ENSG00000170144	11266
ENSG00000163362	200891048	200915742	1	ENSG00000163362	24695
ENSG00000137975	86424171	86456553	1	ENSG00000137975	32383
ENSG00000016490	86468368	86500259	1	ENSG00000016490	31892
ENSG00000016602	86547078	86580754	1	ENSG00000016602	33677
ENSG00000289764	80545075	80545134	17	ENSG00000289764	60
ENSG00000221882	3276177	3386317	17	ENSG00000221882	110141
ENSG00000161960	7572824	7579006	17	ENSG00000161960	6183
ENSG00000233757	95207521	95259774	2	ENSG00000233757	52254
ENSG00000071054	101696850	101894690	2	ENSG00000071054	197841
ENSG00000152904	235327350	235344532	1	ENSG00000152904	17183
ENSG00000131791	147155106	147172550	1	ENSG00000131791	17445
ENSG00000177144	148748774	148752415	1	ENSG00000177144	3642
ENSG00000162461	15736258	15741392	1	ENSG00000162461	5135
ENSG00000162460	15742499	15747982	1	ENSG00000162460	5484
ENSG00000162458	15756607	15786594	1	ENSG00000162458	29988
ENSG00000176390	30769388	30824692	17	ENSG00000176390	55305
ENSG00000187833	73784183	73817148	2	ENSG00000187833	32966
ENSG00000184492	113498665	113501150	2	ENSG00000184492	2486
ENSG00000284643	227598893	227599255	2	ENSG00000284643	363
ENSG00000284667	227666804	227667061	2	ENSG00000284667	258
ENSG00000284718	227728335	227728625	2	ENSG00000284718	291
ENSG00000284635	227745894	227746220	2	ENSG00000284635	327
ENSG00000173699	230990324	231025055	2	ENSG00000173699	34732
ENSG00000176208	30831966	30895869	17	ENSG00000176208	63904
ENSG00000283428	224703764	224716365	2	ENSG00000283428	12602
ENSG00000284629	227387683	227387949	2	ENSG00000284629	267
ENSG00000284704	227614538	227614840	2	ENSG00000284704	303
ENSG00000142794	21440128	21485005	1	ENSG00000142794	44878
ENSG00000284725	227724440	227724757	2	ENSG00000284725	318
ENSG00000288658	222314148	222320155	2	ENSG00000288658	6008
ENSG00000144366	188291669	188595931	2	ENSG00000144366	304263
ENSG00000172171	30897336	30906238	17	ENSG00000172171	8903
ENSG00000196712	31094927	31382116	17	ENSG00000196712	287190
ENSG00000076864	21596221	21669357	1	ENSG00000076864	73137
ENSG00000116062	47695530	47810063	2	ENSG00000116062	114534
ENSG00000151779	15166916	15561340	2	ENSG00000151779	394425
ENSG00000090686	21678298	21783606	1	ENSG00000090686	105309
ENSG00000186409	42463221	42657190	1	ENSG00000186409	193970
ENSG00000119042	199269505	199471266	2	ENSG00000119042	201762
ENSG00000153234	156324437	156342348	2	ENSG00000153234	17912
ENSG00000289710	30576655	30576825	1	ENSG00000289710	171
ENSG00000162510	30711277	30723585	1	ENSG00000162510	12309
ENSG00000116560	35176378	35193446	1	ENSG00000116560	17069
ENSG00000205111	39168045	39243983	2	ENSG00000205111	75939
ENSG00000189362	190504338	190534722	2	ENSG00000189362	30385
ENSG00000116981	39651229	39672107	1	ENSG00000116981	20879
ENSG00000084072	39692182	39763914	1	ENSG00000084072	71733
ENSG00000115760	32357023	32619571	2	ENSG00000115760	262549
ENSG00000116985	39757182	39788865	1	ENSG00000116985	31684
ENSG00000198754	39769523	39771348	1	ENSG00000198754	1826
ENSG00000043514	39838110	39883511	1	ENSG00000043514	45402
ENSG00000163060	94871430	94876823	2	ENSG00000163060	5394
ENSG00000074054	121337776	121649476	2	ENSG00000074054	311701
ENSG00000116990	39895426	39902256	1	ENSG00000116990	6831
ENSG00000168389	39955112	39969968	1	ENSG00000168389	14857
ENSG00000162624	75128434	75161533	1	ENSG00000162624	33100
ENSG00000162643	84999147	85133138	1	ENSG00000162643	133992
ENSG00000055732	85018082	85048500	1	ENSG00000055732	30419
ENSG00000097096	85156889	85201724	1	ENSG00000097096	44836
ENSG00000117598	98890245	99227929	1	ENSG00000117598	337685
ENSG00000143595	154321090	154325325	1	ENSG00000143595	4236
ENSG00000143515	154325525	154351304	1	ENSG00000143515	25780
ENSG00000160753	155320894	155331114	1	ENSG00000160753	10221
ENSG00000116584	155946851	156007070	1	ENSG00000116584	60220
ENSG00000143297	157513377	157552515	1	ENSG00000143297	39139
ENSG00000163518	157573747	157598085	1	ENSG00000163518	24339
ENSG00000160856	157674321	157700769	1	ENSG00000160856	26449
ENSG00000132704	157745733	157777132	1	ENSG00000132704	31400
ENSG00000162738	160400564	160428670	1	ENSG00000162738	28107
ENSG00000143258	161159450	161165723	1	ENSG00000143258	6274
ENSG00000254706	162365407	162383531	1	ENSG00000254706	18125
ENSG00000171722	162373203	162376854	1	ENSG00000171722	3652
ENSG00000239887	162378841	162386812	1	ENSG00000239887	7972
ENSG00000198574	162395268	162412138	1	ENSG00000198574	16871
ENSG00000152332	162497251	162529631	1	ENSG00000152332	32381
ENSG00000162733	162631373	162787405	1	ENSG00000162733	156033
ENSG00000075391	178094104	178484147	1	ENSG00000075391	390044
ENSG00000240021	178513109	178548602	1	ENSG00000240021	35494
ENSG00000196660	219685427	219959018	1	ENSG00000196660	273592
ENSG00000154380	225486765	225653142	1	ENSG00000154380	166378
ENSG00000162676	92473043	92486925	1	ENSG00000162676	13883
ENSG00000233954	15807169	15809348	1	ENSG00000233954	2180
ENSG00000203667	244835616	244845057	1	ENSG00000203667	9442
ENSG00000081985	67307364	67398724	1	ENSG00000081985	91361
ENSG00000162551	21509397	21578410	1	ENSG00000162551	69014
ENSG00000289715	21547404	21554002	1	ENSG00000289715	6599
ENSG00000136634	206767602	206774541	1	ENSG00000136634	6940
ENSG00000000971	196651754	196752476	1	ENSG00000000971	100723
ENSG00000289697	196651852	196795393	1	ENSG00000289697	143542
ENSG00000054523	10210570	10381603	1	ENSG00000054523	171034
ENSG00000151690	190408355	190509205	2	ENSG00000151690	100851
ENSG00000134323	15940550	15947007	2	ENSG00000134323	6458
ENSG00000188738	185738804	185833290	2	ENSG00000188738	94487
ENSG00000065548	186486253	186509361	2	ENSG00000065548	23109
ENSG00000213639	28751640	28802940	2	ENSG00000213639	51301
ENSG00000171793	40979300	41012565	1	ENSG00000171793	33266
ENSG00000186281	96021946	96039451	2	ENSG00000186281	17506
ENSG00000135744	230690776	230745576	1	ENSG00000135744	54801
ENSG00000084623	32221077	32245397	1	ENSG00000084623	24321
ENSG00000157827	152335174	152649826	2	ENSG00000157827	314653
ENSG00000226124	199760544	199851192	2	ENSG00000226124	90649
ENSG00000204872	73700576	73701340	2	ENSG00000204872	765
ENSG00000144410	206939518	206969474	2	ENSG00000144410	29957
ENSG00000163263	154199085	154206333	1	ENSG00000163263	7249
ENSG00000143612	154206696	154220637	1	ENSG00000143612	13942
ENSG00000118263	207074137	207173856	2	ENSG00000118263	99720
ENSG00000183733	70777310	70790643	2	ENSG00000183733	13334
ENSG00000152672	70808643	70820599	2	ENSG00000152672	11957
ENSG00000116031	70830211	70835816	2	ENSG00000116031	5606
ENSG00000143569	154220179	154271510	1	ENSG00000143569	51332
ENSG00000144043	70968325	70994873	2	ENSG00000144043	26549
ENSG00000162999	183078559	183100008	2	ENSG00000162999	21450
ENSG00000163002	183117513	183161680	2	ENSG00000163002	44168
ENSG00000061676	182909115	183038858	2	ENSG00000061676	129744
ENSG00000160058	32364633	32394731	1	ENSG00000160058	30099
ENSG00000130294	240713761	240824293	2	ENSG00000130294	110533
ENSG00000142687	35393883	35557950	1	ENSG00000142687	164068
ENSG00000116586	156054782	156058506	1	ENSG00000116586	3725
ENSG00000289721	158999971	159002751	1	ENSG00000289721	2781
ENSG00000182866	32251244	32286165	1	ENSG00000182866	34922
ENSG00000130762	3454665	3481113	1	ENSG00000130762	26449
ENSG00000158109	3625015	3630127	1	ENSG00000158109	5113
ENSG00000116213	3630767	3652761	1	ENSG00000116213	21995
ENSG00000078900	3652516	3736201	1	ENSG00000078900	83686
ENSG00000162591	3487951	3611508	1	ENSG00000162591	123558
ENSG00000163166	127436207	127526886	2	ENSG00000163166	90680
ENSG00000081019	113761832	113812476	1	ENSG00000081019	50645
ENSG00000115902	64988477	65023865	2	ENSG00000115902	35389
ENSG00000134242	113813811	113871753	1	ENSG00000134242	57943
ENSG00000138069	65070696	65130331	2	ENSG00000138069	59636
ENSG00000138071	65227788	65271253	2	ENSG00000138071	43466
ENSG00000085982	233475526	233566782	2	ENSG00000085982	91257
ENSG00000259916	94587101	94612744	2	ENSG00000259916	25644
ENSG00000188761	113876816	113887581	1	ENSG00000188761	10766
ENSG00000284622	227608784	227609101	2	ENSG00000284622	318
ENSG00000284631	227617498	227617815	2	ENSG00000284631	318
ENSG00000134262	113894194	113905201	1	ENSG00000134262	11008
ENSG00000115365	210427131	210477652	2	ENSG00000115365	50522
ENSG00000163349	113929324	113977869	1	ENSG00000163349	48546
ENSG00000021826	210477682	210679107	2	ENSG00000021826	201426
ENSG00000118655	113904619	113914086	1	ENSG00000118655	9468
ENSG00000203963	67092165	67231853	1	ENSG00000203963	139689
ENSG00000162496	12567910	12618210	1	ENSG00000162496	50301
ENSG00000188984	12716110	12728760	1	ENSG00000188984	12651
ENSG00000157330	12746200	12763699	1	ENSG00000157330	17500
ENSG00000116726	12773738	12777906	1	ENSG00000116726	4169
ENSG00000116721	12791397	12796628	1	ENSG00000116721	5232
ENSG00000239810	12824605	12831410	1	ENSG00000239810	6806
ENSG00000179172	12847377	12848720	1	ENSG00000179172	1344
ENSG00000120952	12857086	12861909	1	ENSG00000120952	4824
ENSG00000243073	12879212	12886201	1	ENSG00000243073	6990
ENSG00000187545	12892896	12898270	1	ENSG00000187545	5375
ENSG00000232423	12938472	12947580	1	ENSG00000232423	9109
ENSG00000279169	13196188	13201409	1	ENSG00000279169	5222
ENSG00000237700	13303539	13308907	1	ENSG00000237700	5369
ENSG00000204518	12644085	12667076	1	ENSG00000204518	22992
ENSG00000204510	12916610	12920751	1	ENSG00000204510	4142
ENSG00000270601	13254198	13263435	1	ENSG00000270601	9238
ENSG00000162594	67138907	67259979	1	ENSG00000162594	121073
ENSG00000182330	13281304	13285137	1	ENSG00000182330	3834
ENSG00000204478	13410450	13421328	1	ENSG00000204478	10879
ENSG00000162494	13474973	13514003	1	ENSG00000162494	39031
ENSG00000143669	235661041	235883724	1	ENSG00000143669	222684
ENSG00000021574	32063556	32157637	2	ENSG00000021574	94082
ENSG00000184292	58575433	58577252	1	ENSG00000184292	1820
ENSG00000162601	58643440	58700090	1	ENSG00000162601	56651
ENSG00000116661	11637018	11655785	1	ENSG00000116661	18768
ENSG00000144406	209771832	209999300	2	ENSG00000144406	227469
ENSG00000132879	11654375	11663327	1	ENSG00000132879	8953
ENSG00000116663	11664200	11674354	1	ENSG00000116663	10155
ENSG00000162490	11691710	11725857	1	ENSG00000162490	34148
ENSG00000117133	84479259	84498352	1	ENSG00000117133	19094
ENSG00000174021	84498323	84506581	1	ENSG00000174021	8259
ENSG00000117151	84549611	84574480	1	ENSG00000117151	24870
ENSG00000197713	210002565	210022260	2	ENSG00000197713	19696
ENSG00000117155	84643706	84690803	1	ENSG00000117155	47098
ENSG00000204480	13368431	13371947	1	ENSG00000204480	3517
ENSG00000116670	11658918	11691811	1	ENSG00000116670	32894
ENSG00000078018	209424047	209734147	2	ENSG00000078018	310101
ENSG00000188610	121167646	121185539	1	ENSG00000188610	17894
ENSG00000280267	13148905	13158116	1	ENSG00000280267	9212
ENSG00000257315	203795623	203854124	1	ENSG00000257315	58502
ENSG00000117394	42925353	42958893	1	ENSG00000117394	33541
ENSG00000153827	229763837	229923239	2	ENSG00000153827	159403
ENSG00000177272	110653560	110674940	1	ENSG00000177272	21381
ENSG00000162711	247416156	247449108	1	ENSG00000162711	32953
ENSG00000215817	219608012	219613105	1	ENSG00000215817	5094
ENSG00000116701	183554461	183590905	1	ENSG00000116701	36445
ENSG00000187140	63322567	63325128	1	ENSG00000187140	2562
ENSG00000088035	63367575	63438553	1	ENSG00000088035	70979
ENSG00000151418	198523222	198540945	1	ENSG00000151418	17724
ENSG00000081237	198638457	198757476	1	ENSG00000081237	119020
ENSG00000197587	46489836	46516216	1	ENSG00000197587	26381
ENSG00000125459	155563235	155614951	1	ENSG00000125459	51717
ENSG00000153214	112055269	112119318	2	ENSG00000153214	64050
ENSG00000143365	151806071	151831845	1	ENSG00000143365	25775
ENSG00000055917	20248691	20352234	2	ENSG00000055917	103544
ENSG00000162909	223701593	223776018	1	ENSG00000162909	74426
ENSG00000143514	223779893	223845954	1	ENSG00000143514	66062
ENSG00000130508	1631887	1744852	2	ENSG00000130508	112966
ENSG00000127074	192636138	192660311	1	ENSG00000127074	24174
ENSG00000035115	217730	266398	2	ENSG00000035115	48669
ENSG00000116741	192809039	192812275	1	ENSG00000116741	3237
ENSG00000143575	154272355	154275875	1	ENSG00000143575	3521
ENSG00000198715	156290089	156295689	1	ENSG00000198715	5601
ENSG00000176092	26321698	26360080	1	ENSG00000176092	38383
ENSG00000143643	230906243	230978875	1	ENSG00000143643	72633
ENSG00000143727	264140	278283	2	ENSG00000143727	14144
ENSG00000173409	230978981	231000733	1	ENSG00000173409	21753
ENSG00000160055	32214472	32222359	1	ENSG00000160055	7888
ENSG00000189292	279558	288851	2	ENSG00000189292	9294
ENSG00000116717	67685201	67688334	1	ENSG00000116717	3134
ENSG00000172380	67701475	67833467	1	ENSG00000172380	131993
ENSG00000116729	68098473	68233120	1	ENSG00000116729	134648
ENSG00000196482	216503246	217137755	1	ENSG00000196482	634510
ENSG00000152518	43222402	43226606	2	ENSG00000152518	4205
ENSG00000170634	53970838	54305300	2	ENSG00000170634	334463
ENSG00000178021	54253178	54256229	2	ENSG00000178021	3052
ENSG00000079308	217799588	218033982	2	ENSG00000079308	234395
ENSG00000160716	154567778	154580013	1	ENSG00000160716	12236
ENSG00000143603	154697455	154870281	1	ENSG00000143603	172827
ENSG00000282881	46532166	46543969	1	ENSG00000282881	11804
ENSG00000203784	153203430	153205120	1	ENSG00000203784	1691
ENSG00000203783	153217584	153219310	1	ENSG00000203783	1727
ENSG00000203782	153259687	153262124	1	ENSG00000203782	2438
ENSG00000159527	153297116	153312952	1	ENSG00000159527	15837
ENSG00000163218	153330120	153348841	1	ENSG00000163218	18722
ENSG00000163220	153357854	153361023	1	ENSG00000163220	3170
ENSG00000163221	153373711	153375621	1	ENSG00000163221	1911
ENSG00000143546	153390032	153391073	1	ENSG00000143546	1042
