Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_length_bp	hk_status
ENSG00000112584	170290703	170407067	6	116365	non-HK
ENSG00000105186	32597000	32676597	19	79598	non-HK
ENSG00000146005	139795808	139844470	5	48663	non-HK
ENSG00000176723	31432593	31444323	16	11731	non-HK
ENSG00000113161	75336329	75364241	5	27913	non-HK
ENSG00000140983	668100	674174	16	6075	HK
ENSG00000143867	19351485	19359486	2	8002	non-HK
ENSG00000187123	149329985	149474139	2	144155	non-HK
ENSG00000198719	170282202	170306565	6	24364	non-HK
ENSG00000003756	50088919	50119021	3	30103	HK
ENSG00000184281	2400488	2403878	11	3391	non-HK
ENSG00000095002	47403067	47663146	2	260080	non-HK
ENSG00000108559	5359668	5420164	17	60497	non-HK
ENSG00000010810	111660332	111873475	6	213144	non-HK
ENSG00000149476	61333210	61353295	11	20086	non-HK
ENSG00000140678	31355134	31382999	16	27866	non-HK
ENSG00000176102	33077188	33162371	11	85184	non-HK
ENSG00000152910	76277278	76560757	16	283480	non-HK
ENSG00000151572	100717244	101128648	12	411405	non-HK
ENSG00000214026	1947278	1986375	11	39098	HK
ENSG00000187550	55528609	55537143	19	8535	non-HK
ENSG00000180448	1065923	1086642	19	20720	non-HK
ENSG00000095139	118572390	118603033	11	30644	HK
ENSG00000129250	4997722	5028401	17	30680	non-HK
ENSG00000310517	96247756	96779595	5	531840	non-HK
ENSG00000102967	72008588	72027664	16	19077	non-HK
ENSG00000126391	65386592	65413525	11	26934	non-HK
ENSG00000144647	43079229	43106085	3	26857	non-HK
ENSG00000067955	67028984	67101058	16	72075	non-HK
ENSG00000181322	138261437	138331354	3	69918	non-HK
ENSG00000172456	59295910	59810647	1	514738	non-HK
ENSG00000156599	57667433	57701190	11	33758	non-HK
ENSG00000156873	30748293	30761176	16	12884	non-HK
ENSG00000175899	9067664	9116229	12	48566	non-HK
ENSG00000055955	52812918	52831069	3	18152	non-HK
ENSG00000213023	50621307	50640040	19	18734	non-HK
ENSG00000002330	64269828	64291946	11	22119	HK
ENSG00000143951	63119559	63827843	2	708285	non-HK
ENSG00000070404	676392	683392	19	7001	non-HK
ENSG00000166394	7665097	7677222	11	12126	non-HK
ENSG00000065427	75627472	75648663	16	21192	HK
ENSG00000035403	73995193	74121363	10	126171	non-HK
ENSG00000104915	13144058	13150383	19	6326	non-HK
ENSG00000072210	19647291	19685760	17	38470	non-HK
ENSG00000011243	15380050	15419141	19	39092	non-HK
ENSG00000143933	47160084	47176921	2	16838	non-HK
ENSG00000103222	15949138	16143257	16	194120	non-HK
ENSG00000170955	6318946	6320546	11	1601	non-HK
ENSG00000173264	64270062	64289494	11	19433	non-HK
ENSG00000119943	98383565	98415210	10	31646	non-HK
ENSG00000112308	24704856	24720874	6	16019	HK
ENSG00000065548	186486222	186511929	2	25708	HK
ENSG00000223865	33073786	33089696	6	15911	non-HK
ENSG00000156650	74824912	75032631	10	207720	non-HK
ENSG00000154133	124883666	124898500	11	14835	non-HK
ENSG00000172137	71358713	71390436	16	31724	non-HK
ENSG00000162545	20482391	20486210	1	3820	non-HK
ENSG00000163032	17539020	17657018	2	117999	non-HK
ENSG00000164002	40508441	40517724	1	9284	non-HK
ENSG00000185761	1505022	1513604	19	8583	non-HK
ENSG00000074706	154154496	154356803	6	202308	non-HK
ENSG00000138792	110365733	110565285	4	199553	non-HK
ENSG00000169696	81976807	82017406	17	40600	HK
ENSG00000105048	55132698	55149351	19	16654	non-HK
ENSG00000099260	99645499	99695178	1	49680	non-HK
ENSG00000169180	28097976	28211976	16	114001	non-HK
ENSG00000162419	28668280	28719353	1	51074	non-HK
ENSG00000172247	47589666	47595642	11	5977	non-HK
ENSG00000172292	168456249	168775134	2	318886	non-HK
ENSG00000110583	63938669	63957319	11	18651	non-HK
ENSG00000144115	88170295	88186636	2	16342	non-HK
ENSG00000099834	616405	626078	11	9674	non-HK
ENSG00000250510	6821624	6829972	12	8349	non-HK
ENSG00000087338	69829646	69881384	2	51739	non-HK
ENSG00000169213	51907956	51990700	1	82745	non-HK
ENSG00000057657	105993463	106109939	6	116477	non-HK
ENSG00000109736	2930559	2935462	4	4904	non-HK
ENSG00000068137	42667914	42677030	17	9117	non-HK
ENSG00000134245	112466541	112530165	1	63625	non-HK
ENSG00000189079	45728910	45908040	12	179131	non-HK
ENSG00000168763	96816245	96835382	2	19138	non-HK
ENSG00000071242	166409364	166906451	6	497088	non-HK
ENSG00000127054	1311585	1324687	1	13103	non-HK
ENSG00000196388	4988130	4999117	17	10988	non-HK
ENSG00000103343	3401215	3409364	16	8150	non-HK
ENSG00000102871	67153969	67163760	16	9792	non-HK
ENSG00000144290	161424332	161985282	2	560951	non-HK
ENSG00000110925	51061205	51083664	12	22460	HK
ENSG00000103051	70480568	70523560	16	42993	non-HK
ENSG00000123342	55835433	55842968	12	7536	non-HK
ENSG00000141510	7661779	7687546	17	25768	non-HK
ENSG00000109667	9771153	10054936	4	283784	non-HK
ENSG00000023734	15882356	15903478	12	21123	HK
ENSG00000105479	48296355	48321971	19	25617	non-HK
ENSG00000035928	39287456	39366395	4	78940	non-HK
ENSG00000079246	216107464	216206303	2	98840	HK
ENSG00000006712	39385629	39391154	19	5526	HK
ENSG00000166856	56994492	56998889	12	4398	non-HK
ENSG00000170515	56104349	56116329	12	11981	HK
ENSG00000137198	16238555	16295923	6	57369	non-HK
ENSG00000166575	87037831	87328824	11	290994	non-HK
ENSG00000107938	125719515	125764143	10	44629	non-HK
ENSG00000230989	83719311	83819737	16	100427	HK
ENSG00000156508	73489308	73525587	6	36280	HK
ENSG00000140853	56989485	57084238	16	94754	non-HK
ENSG00000099817	1085104	1095389	19	10286	non-HK
ENSG00000144909	125528858	125595592	3	66735	non-HK
ENSG00000164128	163323962	163344852	4	20891	non-HK
ENSG00000125388	2963571	3040760	4	77190	non-HK
ENSG00000165810	181040225	181061524	5	21300	non-HK
ENSG00000050405	50175788	50283524	12	107737	non-HK
ENSG00000154813	16257061	16264982	3	7922	non-HK
ENSG00000163811	28894638	28948223	2	53586	non-HK
ENSG00000154814	16265160	16350299	3	85140	non-HK
ENSG00000173145	94333226	94362982	10	29757	non-HK
ENSG00000169519	28108248	28527041	11	418794	non-HK
ENSG00000145685	78485215	78770021	5	284807	non-HK
ENSG00000176714	27625638	27629012	2	3375	non-HK
ENSG00000090661	8206736	8263716	19	56981	non-HK
ENSG00000166900	59713456	59805882	11	92427	non-HK
ENSG00000198203	108288639	108309915	2	21277	non-HK
ENSG00000177791	73631571	73642103	10	10533	non-HK
ENSG00000170584	163446526	163460404	5	13879	non-HK
ENSG00000113569	37288137	37371140	5	83004	non-HK
ENSG00000108055	110567680	110606048	10	38369	HK
ENSG00000145348	106041599	106316683	4	275085	non-HK
ENSG00000111652	6724014	6731875	12	7862	non-HK
ENSG00000157077	52141888	52348671	1	206784	non-HK
ENSG00000051009	6211335	6234711	11	23377	non-HK
ENSG00000163904	185582496	185633551	3	51056	HK
ENSG00000135722	67159932	67164570	16	4639	non-HK
ENSG00000186187	74999014	75110994	16	111981	non-HK
ENSG00000170144	177212587	177226106	2	13520	HK
ENSG00000168002	62761554	62766715	11	5162	non-HK
ENSG00000103544	19555240	19706793	16	151554	non-HK
ENSG00000118473	66533267	66751139	1	217873	non-HK
ENSG00000121691	34438906	34472061	11	33156	non-HK
ENSG00000197771	119829060	119892556	10	63497	HK
ENSG00000161904	33771202	33789148	6	17947	HK
ENSG00000155287	99610518	99622793	10	12276	HK
ENSG00000124784	7389467	7418037	6	28571	non-HK
ENSG00000163898	185506262	185552617	3	46356	non-HK
ENSG00000150093	32887273	33005792	10	118520	non-HK
ENSG00000164129	163343583	163352477	4	8895	non-HK
ENSG00000198561	57753243	57819546	11	66304	non-HK
ENSG00000109255	55595229	55636747	4	41519	non-HK
ENSG00000113460	34915273	34926622	5	11350	non-HK
ENSG00000189058	195568705	195584033	3	15329	non-HK
ENSG00000137275	3063824	3115187	6	51364	non-HK
ENSG00000163781	133598175	133662380	3	64206	non-HK
ENSG00000276023	37488397	37513517	17	25121	non-HK
ENSG00000137216	44126614	44155520	6	28907	non-HK
ENSG00000087206	176902226	177022636	5	120411	non-HK
ENSG00000033178	67612652	67701199	4	88548	non-HK
ENSG00000108861	43766121	43779000	17	12880	non-HK
ENSG00000083457	3714628	3801193	17	86566	non-HK
ENSG00000122912	68473079	68527523	10	54445	non-HK
ENSG00000108187	68282657	68334114	10	51458	non-HK
ENSG00000113296	79991311	80083831	5	92521	non-HK
ENSG00000011376	45388527	45554726	3	166200	non-HK
ENSG00000123095	26120030	26125037	12	5008	non-HK
ENSG00000111642	6570081	6614982	12	44902	non-HK
ENSG00000151876	41925210	41941743	5	16534	non-HK
ENSG00000108774	42124976	42155044	17	30069	non-HK
ENSG00000165733	42782783	42834937	10	52155	HK
ENSG00000028137	12166977	12209228	1	42252	non-HK
ENSG00000164136	141636237	141735276	4	99040	non-HK
ENSG00000113763	176810505	176880898	5	70394	non-HK
ENSG00000196911	116681187	116741867	6	60681	non-HK
ENSG00000105509	51713112	51723991	19	10880	non-HK
ENSG00000152413	79372636	79514565	5	141930	non-HK
ENSG00000142227	48321310	48330560	19	9251	non-HK
ENSG00000112759	44219245	44236432	6	17188	non-HK
ENSG00000117153	202891096	202928636	1	37541	non-HK
ENSG00000133706	146110566	146182696	5	72131	HK
ENSG00000196357	36181542	36246257	19	64716	non-HK
ENSG00000141568	82519689	82644662	17	124974	non-HK
ENSG00000165630	13586939	13668445	10	81507	HK
ENSG00000160392	40319536	40348527	19	28992	non-HK
ENSG00000125459	155563235	155616511	1	53277	non-HK
ENSG00000119203	9423631	9473110	2	49480	non-HK
ENSG00000070526	76624756	76643812	17	19057	non-HK
ENSG00000103512	14833721	14896157	16	62437	HK
ENSG00000065000	2100982	2164468	19	63487	non-HK
ENSG00000161533	75941507	75979459	17	37953	HK
ENSG00000175093	141050744	141148613	3	97870	non-HK
ENSG00000109762	185204237	185390928	4	186692	non-HK
ENSG00000243989	51983047	51989205	3	6159	non-HK
ENSG00000134242	113813811	113871753	1	57943	non-HK
ENSG00000136682	113437691	113496204	2	58514	non-HK
ENSG00000141485	6684715	6713377	17	28663	non-HK
ENSG00000175029	124981657	125163006	10	181350	non-HK
ENSG00000034152	21284672	21315240	17	30569	non-HK
ENSG00000135736	57511999	57537163	16	25165	non-HK
ENSG00000164323	185159665	185210815	4	51151	non-HK
ENSG00000109475	108620508	108632886	4	12379	HK
ENSG00000183889	16317444	16350608	16	33165	non-HK
ENSG00000140694	14435699	14632728	16	197030	HK
ENSG00000129116	168497052	168928457	4	431406	non-HK
ENSG00000176155	82101459	82212878	17	111420	non-HK
ENSG00000142583	9035106	9088478	1	53373	non-HK
ENSG00000181396	82389210	82418637	17	29428	non-HK
ENSG00000164161	144646156	144745271	4	99116	non-HK
ENSG00000154222	52345723	52366318	1	20596	non-HK
ENSG00000167642	38244035	38292615	19	48581	non-HK
ENSG00000163110	94451857	94668227	4	216371	non-HK
ENSG00000005961	44372177	44389649	17	17473	non-HK
ENSG00000160883	176880820	176899437	5	18618	non-HK
ENSG00000198740	49289206	49362473	17	73268	non-HK
ENSG00000167635	36214602	36238774	19	24173	HK
ENSG00000091640	4959226	4967825	17	8600	HK
ENSG00000186272	57410723	57421934	19	11212	non-HK
ENSG00000162873	205336061	205357324	1	21264	non-HK
ENSG00000099864	708935	748329	19	39395	non-HK
ENSG00000113716	150000046	150053142	5	53097	HK
ENSG00000174282	7459366	7484263	17	24898	non-HK
ENSG00000141076	69131291	69231130	16	99840	non-HK
ENSG00000008382	4343527	4360086	19	16560	non-HK
ENSG00000270885	35731639	35743521	17	11883	non-HK
ENSG00000123977	227870931	227924344	2	53414	non-HK
ENSG00000169660	82418318	82442645	17	24328	non-HK
ENSG00000037241	172954004	172974768	5	20765	non-HK
ENSG00000144674	37243184	37366879	3	123696	HK
ENSG00000184584	139475528	139482935	5	7408	non-HK
ENSG00000116750	193012246	193060080	1	47835	non-HK
ENSG00000168995	51142288	51153658	19	11371	non-HK
ENSG00000134352	55935095	55995022	5	59928	non-HK
ENSG00000109107	28573115	28576948	17	3834	non-HK
ENSG00000132026	12825477	12838362	19	12886	non-HK
ENSG00000118307	25108289	25195163	12	86875	non-HK
ENSG00000136717	127048017	127107556	2	59540	non-HK
ENSG00000245680	37181579	37218153	19	36575	non-HK
ENSG00000145425	151099565	151104652	4	5088	HK
ENSG00000065054	2025356	2039026	16	13671	non-HK
ENSG00000134815	47349312	47383247	19	33936	non-HK
ENSG00000111321	6375045	6391571	12	16527	non-HK
ENSG00000137414	17600302	17611719	6	11418	HK
ENSG00000039650	49859882	49878351	19	18470	non-HK
ENSG00000079691	25279078	25620537	6	341460	non-HK
ENSG00000156096	69480137	69526017	4	45881	non-HK
ENSG00000114423	105655461	105869552	3	214092	non-HK
ENSG00000167508	88651934	88663161	16	11228	non-HK
ENSG00000170801	8269749	8307110	4	37362	non-HK
ENSG00000174705	172325000	172454531	5	129532	non-HK
ENSG00000141542	82654973	82698698	17	43726	non-HK
ENSG00000175087	26111157	26125555	1	14399	non-HK
ENSG00000170382	204617170	204685738	1	68569	non-HK
ENSG00000151229	39755025	40106089	12	351065	non-HK
ENSG00000178927	82440912	82450829	17	9918	non-HK
ENSG00000165606	49364065	49398484	10	34420	non-HK
ENSG00000145920	175796306	175884022	5	87717	non-HK
ENSG00000121940	108881885	108963527	1	81643	non-HK
ENSG00000148719	72332830	72355167	10	22338	non-HK
ENSG00000174720	112636990	112657858	4	20869	non-HK
ENSG00000135655	62260338	62417431	12	157094	non-HK
ENSG00000103066	68245304	68261063	16	15760	HK
ENSG00000077943	15513954	15719936	10	205983	non-HK
ENSG00000113580	143277931	143435512	5	157582	non-HK
ENSG00000180992	44112290	44128724	6	16435	HK
ENSG00000096746	68331174	68344002	10	12829	HK
ENSG00000103274	10743786	10769353	16	25568	HK
ENSG00000244731	31981991	32004877	6	22887	non-HK
ENSG00000189308	82909973	83012983	4	103011	non-HK
ENSG00000108666	32324565	32350023	17	25459	non-HK
ENSG00000162729	160091340	160101109	1	9770	HK
ENSG00000175662	17843507	17972469	17	128963	HK
ENSG00000114812	42489299	42537688	3	48390	non-HK
ENSG00000197444	49734641	49762392	10	27752	non-HK
ENSG00000172236	1239266	1242555	16	3290	non-HK
ENSG00000256870	101155493	101210238	12	54746	non-HK
ENSG00000174876	103687415	103701064	1	13650	non-HK
ENSG00000140941	87383953	87405090	16	21138	HK
ENSG00000088986	120469804	120498495	12	28692	HK
ENSG00000183751	1972050	1982929	16	10880	non-HK
ENSG00000104884	45349773	45370918	19	21146	non-HK
ENSG00000109576	170060219	170091699	4	31481	non-HK
ENSG00000198673	61707341	62279150	12	571810	non-HK
ENSG00000068383	132537772	132783480	10	245709	non-HK
ENSG00000143207	175944828	176207510	1	262683	non-HK
ENSG00000111671	6870934	6889358	12	18425	non-HK
ENSG00000112936	40909419	41020216	5	110798	non-HK
ENSG00000111786	120456138	120495946	12	39809	HK
ENSG00000111046	80707633	80709557	12	1925	non-HK
ENSG00000155329	132996985	133026604	5	29620	non-HK
ENSG00000164024	98995359	99063443	4	68085	non-HK
ENSG00000196458	132918306	132956306	12	38001	non-HK
ENSG00000157388	53328963	53813733	3	484771	non-HK
ENSG00000155324	126360132	126496494	5	136363	non-HK
ENSG00000170442	52249300	52309163	12	59864	non-HK
ENSG00000118596	59596027	59789855	12	193829	non-HK
ENSG00000163138	20696282	20752907	4	56626	non-HK
ENSG00000138111	102461363	102477046	10	15684	non-HK
ENSG00000186115	15877893	15900528	19	22636	non-HK
ENSG00000088682	57447425	57461274	16	13850	non-HK
ENSG00000135452	57738013	57750219	12	12207	non-HK
ENSG00000164402	132750814	132807241	5	56428	non-HK
ENSG00000169718	82057506	82066206	17	8701	HK
ENSG00000107890	26973793	27100517	10	126725	non-HK
ENSG00000134531	13196723	13219941	12	23219	non-HK
ENSG00000184602	11668027	11679159	16	11133	non-HK
ENSG00000185897	35358348	35360489	19	2142	non-HK
ENSG00000158865	24845841	24911628	16	65788	non-HK
ENSG00000123106	28133249	28581511	12	448263	non-HK
ENSG00000188321	9323717	9351162	19	27446	non-HK
ENSG00000119929	99702558	99756187	10	53630	HK
ENSG00000172661	45727193	45792964	10	65772	non-HK
ENSG00000069248	229440259	229508356	1	68098	HK
ENSG00000205089	132747319	132754403	5	7085	non-HK
ENSG00000108309	44307947	44318675	17	10729	non-HK
ENSG00000145632	58453982	58460139	5	6158	non-HK
ENSG00000076344	268301	275980	16	7680	non-HK
ENSG00000204681	29555629	29633976	6	78348	non-HK
ENSG00000161618	49453146	49471052	19	17907	non-HK
ENSG00000092841	56158345	56163496	12	5152	HK
ENSG00000131462	42609637	42615241	17	5605	HK
ENSG00000167100	50110040	50130160	17	20121	non-HK
ENSG00000120705	138506093	138543239	5	37147	HK
ENSG00000114054	136250314	136337896	3	87583	non-HK
ENSG00000162896	206928522	206949367	1	20846	non-HK
ENSG00000261052	30198059	30204324	16	6266	non-HK
ENSG00000173918	79022729	79049788	17	27060	non-HK
ENSG00000213793	52904415	52923496	19	19082	non-HK
ENSG00000153885	33795933	33815763	19	19831	non-HK
ENSG00000178187	178940827	178966648	5	25822	non-HK
ENSG00000111361	123620406	123633766	12	13361	HK
ENSG00000083720	41730064	41870589	5	140526	non-HK
ENSG00000171475	40218743	40284136	17	65394	non-HK
ENSG00000004478	2794290	2805423	12	11134	non-HK
ENSG00000267508	44382298	44401608	19	19311	non-HK
ENSG00000166246	4734344	4749396	16	15053	non-HK
ENSG00000171517	84811601	84893540	1	81940	non-HK
ENSG00000142230	47113274	47210636	19	97363	non-HK
ENSG00000102974	67561831	67639189	16	77359	non-HK
ENSG00000121957	108875350	108934545	1	59196	non-HK
ENSG00000004975	7225342	7234524	17	9183	HK
ENSG00000151948	128853427	128984968	12	131542	non-HK
ENSG00000105647	18153160	18170541	19	17382	non-HK
ENSG00000153914	66139971	66183615	5	43645	non-HK
ENSG00000164111	121667396	121697061	4	29666	non-HK
ENSG00000135597	138903493	138988354	6	84862	non-HK
ENSG00000139197	7188653	7218574	12	29922	non-HK
ENSG00000102900	56730095	56850286	16	120192	non-HK
ENSG00000181481	30970984	30999911	17	28928	non-HK
ENSG00000105255	4304595	4323843	19	19249	non-HK
ENSG00000278535	36591797	36600805	17	9009	non-HK
ENSG00000134255	111139479	111185507	1	46029	non-HK
ENSG00000261371	64319415	64413776	17	94362	non-HK
ENSG00000130307	17249171	17282786	19	33616	non-HK
ENSG00000168314	39467172	39529479	3	62308	non-HK
ENSG00000197766	859453	869490	19	10038	non-HK
ENSG00000188783	203475777	203491352	1	15576	non-HK
ENSG00000105197	39479795	39493785	19	13991	non-HK
ENSG00000130695	26233669	26278814	1	45146	non-HK
ENSG00000073584	40624962	40648654	17	23693	non-HK
ENSG00000073711	135965655	136147894	3	182240	non-HK
ENSG00000065268	984294	998438	19	14145	non-HK
ENSG00000205531	2944429	2992386	11	47958	HK
ENSG00000178028	44213427	44220681	1	7255	non-HK
ENSG00000205423	50024410	50037088	16	12679	non-HK
ENSG00000198189	87336515	87391219	4	54705	non-HK
ENSG00000144635	32525974	32570900	3	44927	HK
ENSG00000145214	958884	986895	4	28012	non-HK
ENSG00000169189	27224993	27268788	16	43796	HK
ENSG00000169905	179839967	179883034	1	43068	non-HK
ENSG00000167380	44165073	44178381	19	13309	non-HK
ENSG00000163788	43286510	43424764	3	138255	non-HK
ENSG00000090989	55853628	55905096	4	51469	non-HK
ENSG00000140743	22345936	22437165	16	91230	non-HK
ENSG00000184307	113947901	113965401	3	17501	non-HK
ENSG00000196154	153543613	153550136	1	6524	non-HK
ENSG00000185164	18417325	18562211	16	144887	non-HK
ENSG00000183625	46130890	46266706	3	135817	non-HK
ENSG00000185621	197960200	198043720	3	83521	non-HK
ENSG00000180875	240489573	240612155	1	122583	non-HK
ENSG00000131781	147175351	147243050	1	67700	non-HK
ENSG00000105669	18899514	18919400	19	19887	HK
ENSG00000173757	42199176	42288633	17	89458	HK
ENSG00000196455	130678934	130746829	3	67896	non-HK
ENSG00000132334	127906805	128085856	10	179052	non-HK
ENSG00000131759	40309180	40357643	17	48464	non-HK
ENSG00000103034	58462846	58513628	16	50783	non-HK
ENSG00000186625	149594873	149648972	6	54100	non-HK
ENSG00000156990	9837802	9844602	3	6801	non-HK
ENSG00000117155	84643706	84690955	1	47250	non-HK
ENSG00000058063	182793472	182923011	3	129540	non-HK
ENSG00000120254	150865679	151101887	6	236209	non-HK
ENSG00000148482	17951839	18043292	10	91454	non-HK
ENSG00000109436	140620782	140756982	4	136201	non-HK
ENSG00000166135	100529072	100559998	10	30927	non-HK
ENSG00000204344	31971091	31982821	6	11731	non-HK
ENSG00000138801	107590276	107720395	4	130120	non-HK
ENSG00000153933	56834103	56869567	17	35465	non-HK
ENSG00000130640	133278635	133318823	10	40189	non-HK
