HGNC symbol	Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
VARS2	ENSG00000223494	2224441	2236697	HSCHR6_MHC_MANN_CTG1
VARS2	ENSG00000206476	2169371	2181636	HSCHR6_MHC_QBL_CTG1
VARS2	ENSG00000137411	30914205	30926484	6
VBP1	ENSG00000155959	155197007	155239841	X
VCP	ENSG00000165280	35053928	35072671	9
VDAC3	ENSG00000078668	42391624	42405937	8
VEZT	ENSG00000028203	95217746	95302799	12
VMA21	ENSG00000160131	151396515	151409364	X
VPS16	ENSG00000215305	2840689	2866800	20
VPS18	ENSG00000104142	40894415	40903975	15
VPS25	ENSG00000131475	42773449	42779599	17
VPS26A	ENSG00000122958	69123512	69174412	10
VPS26B	ENSG00000151502	134224613	134247794	11
VPS28	ENSG00000285339	154203	159165	HG2419_PATCH
VPS28	ENSG00000160948	144423601	144429499	8
VPS29	ENSG00000111237	110491083	110502111	12
VPS33A	ENSG00000139719	122229564	122266502	12
VPS36	ENSG00000136100	52412602	52450684	13
VPS37A	ENSG00000155975	17246896	17302707	8
VPS4A	ENSG00000132612	69311336	69326939	16
VPS51	ENSG00000149823	65089324	65111862	11
VPS52	ENSG00000236014	4698976	4720728	HSCHR6_MHC_SSTO_CTG1
VPS52	ENSG00000228425	4493784	4515561	HSCHR6_MHC_DBB_CTG1
VPS52	ENSG00000225590	4661769	4683528	HSCHR6_MHC_COX_CTG1
VPS52	ENSG00000223618	4669733	4671432	HSCHR6_MHC_MANN_CTG1
VPS52	ENSG00000224455	4686254	4708009	HSCHR6_MHC_MCF_CTG1
VPS52	ENSG00000206286	4444672	4466464	HSCHR6_MHC_QBL_CTG1
VPS52	ENSG00000223501	33250272	33272047	6
VPS53	ENSG00000283883	68145	281194	HG2285_HG106_HG2252_PATCH
VPS53	ENSG00000141252	508503	721717	17
VPS72	ENSG00000163159	151176304	151195321	1
VRK2	ENSG00000028116	57907606	58164001	2
VRK3	ENSG00000105053	49976127	50025946	19
VTA1	ENSG00000009844	142147162	142224685	6
VTI1A	ENSG00000151532	112446998	112818744	10
VTI1B	ENSG00000100568	67646904	67674903	14
WAC	ENSG00000095787	28532493	28623112	10
WARS2	ENSG00000116874	119030284	119140673	1
WBP11	ENSG00000084463	14784582	14803500	12
WBP1L	ENSG00000166272	102743948	102834516	10
WBP2	ENSG00000132471	75845699	75856507	17
WBP4	ENSG00000120688	41061509	41084006	13
WDR1	ENSG00000071127	10068089	10116988	4
WDR12	ENSG00000138442	202874261	203014798	2
WDR13	ENSG00000101940	48589838	48608869	X
WDR18	ENSG00000065268	984294	998438	19
WDR20	ENSG00000140153	102139503	102224847	14
WDR24	ENSG00000127580	684621	690444	16
WDR25	ENSG00000176473	100376418	100530306	14
WDR26	ENSG00000162923	224385146	224437033	1
WDR3	ENSG00000065183	117929063	117966543	1
WDR33	ENSG00000136709	127701027	127811187	2
WDR36	ENSG00000134987	111092303	111130502	5
WDR41	ENSG00000164253	77425970	77620611	5
WDR43	ENSG00000163811	28894638	28948223	2
WDR44	ENSG00000131725	118345968	118450285	X
WDR45	ENSG00000292221	233384	260121	HSCHRX_3_CTG3
WDR45	ENSG00000196998	49074433	49101203	X
WDR45B	ENSG00000141580	82614562	82648553	17
WDR46	ENSG00000227057	33279108	33289247	6
WDR46	ENSG00000226916	4522622	4533045	HSCHR6_MHC_DBB_CTG1
WDR46	ENSG00000204221	4690589	4701012	HSCHR6_MHC_COX_CTG1
WDR46	ENSG00000236222	4715074	4725463	HSCHR6_MHC_MCF_CTG1
WDR46	ENSG00000206284	4473528	4483951	HSCHR6_MHC_QBL_CTG1
WDR55	ENSG00000120314	140664868	140674124	5
WDR59	ENSG00000103091	74871362	75000173	16
WDR5B	ENSG00000196981	122411846	122416464	3
WDR6	ENSG00000178252	49007062	49015953	3
WDR70	ENSG00000082068	37379281	37753435	5
WDR73	ENSG00000291629	1131131	1146189	HG2280_PATCH
WDR73	ENSG00000177082	84639285	84654343	15
WDR74	ENSG00000133316	62832342	62842228	11
WDR75	ENSG00000115368	189441429	189479063	2
WDR77	ENSG00000116455	111439890	111449256	1
WDR81	ENSG00000276021	146551	168638	HSCHR17_1_CTG2
WDR81	ENSG00000167716	1716523	1738599	17
WDR83OS	ENSG00000105583	12668073	12669430	19
WDR89	ENSG00000140006	63597039	63642080	14
WDTC1	ENSG00000142784	27233776	27308711	1
WIPI2	ENSG00000157954	5190182	5233840	7
WIZ	ENSG00000011451	15419978	15449975	19
WRAP53	ENSG00000141499	7686071	7703505	17
WRNIP1	ENSG00000124535	2765393	2786952	6
WSB2	ENSG00000176871	118032687	118062430	12
WTAP	ENSG00000146457	159716432	159756319	6
WWP1	ENSG00000123124	86342547	86478420	8
WWP2	ENSG00000198373	69762281	69944553	16
XIAP	ENSG00000101966	123859693	123913972	X
XPA	ENSG00000136936	97674909	97697340	9
XPC	ENSG00000154767	14145145	14178652	3
XPNPEP1	ENSG00000108039	109864494	109923553	10
XPO1	ENSG00000082898	61476032	61538753	2
XPO7	ENSG00000130227	21919641	22006585	8
XPOT	ENSG00000184575	64404168	64451129	12
XRCC5	ENSG00000079246	216107464	216206303	2
XRCC6	ENSG00000196419	41620786	41664087	22
XYLT2	ENSG00000015532	50346080	50363138	17
YAF2	ENSG00000015153	42157104	42238349	12
YARS2	ENSG00000139131	32727490	32755906	12
YIF1A	ENSG00000174851	66284572	66289184	11
YIF1B	ENSG00000167645	38303558	38317273	19
YIPF1	ENSG00000058799	53847531	53890683	1
YIPF3	ENSG00000137207	43511821	43516985	6
YIPF4	ENSG00000119820	32277868	32316594	2
YIPF5	ENSG00000145817	144158162	144170714	5
YIPF6	ENSG00000181704	68498562	68537282	X
YKT6	ENSG00000106636	44200959	44214294	7
YME1L1	ENSG00000136758	27110088	27155266	10
YPEL2	ENSG00000175155	59331655	59401729	17
YRDC	ENSG00000196449	37802945	37808208	1
YTHDC1	ENSG00000275272	4029	43731	HSCHR4_1_CTG9
YTHDC1	ENSG00000083896	68310387	68350098	4
YTHDF1	ENSG00000149658	63195429	63216139	20
YTHDF2	ENSG00000198492	28736621	28769784	1
YTHDF3	ENSG00000185728	63168553	63212786	8
YWHAB	ENSG00000166913	44885676	44908532	20
YWHAE	ENSG00000274474	286301	342404	HSCHR17_2_CTG2
YWHAE	ENSG00000108953	1344275	1400255	17
YY1	ENSG00000100811	100238298	100282788	14
YY1AP1	ENSG00000163374	155659446	155689334	1
ZBED4	ENSG00000100426	49853827	49897383	22
ZBED6	ENSG00000257315	203795623	203854124	1
ZBTB1	ENSG00000126804	64502152	64533690	14
ZBTB10	ENSG00000205189	80485596	80526265	8
ZBTB11	ENSG00000066422	101648889	101677135	3
ZBTB14	ENSG00000198081	5288863	5297053	18
ZBTB17	ENSG00000116809	15940403	15976132	1
ZBTB18	ENSG00000179456	244048547	244057476	1
ZBTB21	ENSG00000173276	41986831	42010387	21
ZBTB25	ENSG00000089775	64449106	64505232	14
ZBTB33	ENSG00000177485	120250752	120259741	X
ZBTB39	ENSG00000166860	56998836	57006546	12
ZBTB44	ENSG00000196323	130226677	130314917	11
ZBTB45	ENSG00000119574	58513530	58538911	19
ZBTB5	ENSG00000168795	37437687	37468850	9
ZBTB6	ENSG00000186130	122908053	122913323	9
ZBTB7A	ENSG00000178951	4043303	4067636	19
ZBTB8OS	ENSG00000176261	32600172	32650969	1
ZC3H10	ENSG00000135482	56118256	56127514	12
ZC3H11A	ENSG00000058673	203795623	203854999	1
ZC3H13	ENSG00000123200	45954364	46052781	13
ZC3H15	ENSG00000065548	186486222	186511929	2
ZC3H18	ENSG00000158545	88570403	88631964	16
ZC3H3	ENSG00000282684	26297	31493	HSCHR8_3_CTG7
ZC3H3	ENSG00000014164	143437655	143541455	8
ZC3H7A	ENSG00000122299	11750586	11797258	16
ZC3H7B	ENSG00000100403	41301457	41360155	22
ZCCHC10	ENSG00000155329	132996985	133026604	5
ZCCHC3	ENSG00000247315	297570	300321	20
ZCCHC7	ENSG00000147905	37120478	37358177	9
ZCCHC9	ENSG00000131732	81301583	81313766	5
ZCRB1	ENSG00000139168	42312086	42326257	12
ZDHHC14	ENSG00000175048	157381133	157678157	6
ZDHHC16	ENSG00000171307	97446142	97457370	10
ZDHHC2	ENSG00000104219	17155974	17224799	8
ZDHHC3	ENSG00000163812	44915257	44976185	3
ZDHHC4	ENSG00000136247	6577405	6589374	7
ZDHHC5	ENSG00000156599	57667433	57701190	11
ZDHHC8	ENSG00000099904	20129456	20148007	22
ZFAND1	ENSG00000104231	81701313	81732903	8
ZFAND2B	ENSG00000158552	219195237	219209651	2
ZFAND3	ENSG00000156639	37819429	38154624	6
ZFAND5	ENSG00000107372	72351412	72365328	9
ZFAND6	ENSG00000086666	80058894	80140292	15
ZFP91	ENSG00000186660	58578476	58621550	11
ZFPL1	ENSG00000162300	65084210	65088398	11
ZFR	ENSG00000056097	32354350	32444761	5
ZFYVE1	ENSG00000165861	72969451	73027131	14
ZFYVE19	ENSG00000166140	40807086	40815084	15
ZFYVE27	ENSG00000155256	97737117	97760907	10
ZGPAT	ENSG00000197114	63707353	63736150	20
ZHX1	ENSG00000165156	123248451	123275541	8
ZHX1-C8orf76	ENSG00000259305	123226189	123274284	8
ZHX2	ENSG00000178764	122781311	122974514	8
ZHX3	ENSG00000174306	41178448	41317731	20
ZKSCAN1	ENSG00000106261	100015570	100041689	7
ZMAT2	ENSG00000146007	140698680	140706686	5
ZMAT3	ENSG00000172667	178960121	179072323	3
ZMAT5	ENSG00000100319	29728138	29767084	22
ZMPSTE24	ENSG00000084073	40258041	40294180	1
ZMYM2	ENSG00000121741	19958677	20091829	13
ZMYND11	ENSG00000015171	130088	254638	10
ZNF121	ENSG00000197961	9560329	9584504	19
ZNF131	ENSG00000172262	43065176	43192021	5
ZNF134	ENSG00000213762	57614233	57624724	19
ZNF138	ENSG00000197008	64794388	64833681	7
ZNF142	ENSG00000115568	218633329	218659655	2
ZNF143	ENSG00000166478	9460319	9529002	11
ZNF146	ENSG00000167635	36214602	36238774	19
ZNF174	ENSG00000103343	3401215	3409364	16
ZNF181	ENSG00000197841	34734155	34745386	19
ZNF189	ENSG00000136870	101398851	101410660	9
ZNF195	ENSG00000005801	3339261	3379222	11
ZNF197	ENSG00000281709	110242	173825	HG2066_PATCH
ZNF197	ENSG00000186448	44584888	44648471	3
ZNF207	ENSG00000010244	32350122	32381885	17
ZNF22	ENSG00000165512	45000293	45005329	10
ZNF226	ENSG00000167380	44165073	44178381	19
ZNF232	ENSG00000167840	5105269	5123162	17
ZNF24	ENSG00000172466	35332227	35345502	18
ZNF274	ENSG00000171606	58183029	58213573	19
ZNF277	ENSG00000198839	112206695	112356519	7
ZNF280D	ENSG00000137871	56630176	56734086	15
ZNF281	ENSG00000162702	200404940	200410056	1
ZNF3	ENSG00000166526	100064033	100082703	7
ZNF32	ENSG00000169740	43643859	43649367	10
ZNF322	ENSG00000181315	26634383	26659759	6
ZNF326	ENSG00000162664	89995110	90035533	1
ZNF330	ENSG00000109445	141220280	141234697	4
ZNF335	ENSG00000198026	45948653	45972206	20
ZNF33A	ENSG00000189180	38010295	38065088	10
ZNF343	ENSG00000088876	2481817	2525028	20
ZNF347	ENSG00000197937	53124072	53159075	19
ZNF37A	ENSG00000075407	38094314	38150293	10
ZNF384	ENSG00000126746	6666477	6689572	12
ZNF394	ENSG00000160908	99473877	99504918	7
ZNF397	ENSG00000186812	35240508	35267133	18
ZNF398	ENSG00000197024	149126416	149183042	7
ZNF408	ENSG00000175213	46701016	46705912	11
ZNF41	ENSG00000147124	47444693	47483247	X
ZNF410	ENSG00000119725	73886201	73932521	14
ZNF414	ENSG00000133250	8509678	8514167	19
ZNF419	ENSG00000105136	57487711	57496098	19
ZNF438	ENSG00000183621	30820207	31032110	10
ZNF444	ENSG00000167685	56132599	56160897	19
ZNF446	ENSG00000083838	58474017	58481233	19
ZNF48	ENSG00000180035	30378106	30400108	16
ZNF480	ENSG00000198464	52297167	52325926	19
ZNF491	ENSG00000177599	11797642	11809622	19
ZNF506	ENSG00000081665	19761038	19821751	19
ZNF507	ENSG00000168813	32345594	32387667	19
ZNF513	ENSG00000163795	27377235	27380790	2
ZNF518A	ENSG00000177853	96129695	96205288	10
ZNF526	ENSG00000167625	42216774	42228201	19
ZNF561	ENSG00000171469	9604680	9622601	19
ZNF574	ENSG00000105732	42068477	42081552	19
ZNF576	ENSG00000124444	43596392	43601189	19
ZNF579	ENSG00000218891	55576774	55580916	19
ZNF580	ENSG00000213015	55635003	55643470	19
ZNF592	ENSG00000166716	84748362	84806445	15
ZNF593	ENSG00000142684	26169908	26170873	1
ZNF598	ENSG00000292232	63802	75965	HG401_PATCH
ZNF598	ENSG00000167962	1997654	2009821	16
ZNF620	ENSG00000177842	40477131	40518736	3
ZNF622	ENSG00000173545	16451518	16465811	5
ZNF623	ENSG00000276340	111843	131885	HSCHR8_3_CTG7
ZNF623	ENSG00000183309	143635518	143656418	8
ZNF638	ENSG00000075292	71276537	71437183	2
ZNF639	ENSG00000121864	179323031	179338583	3
ZNF641	ENSG00000167528	48337180	48351414	12
ZNF644	ENSG00000122482	90915298	91022376	1
ZNF649	ENSG00000198093	51889233	51905049	19
ZNF654	ENSG00000175105	88058723	88144662	3
ZNF655	ENSG00000197343	99558406	99576453	7
ZNF664	ENSG00000179195	123971745	124015445	12
ZNF668	ENSG00000167394	31060842	31074240	16
ZNF672	ENSG00000171161	248838210	248849520	1
ZNF687	ENSG00000143373	151281502	151292180	1
ZNF688	ENSG00000229809	30569281	30572734	16
ZNF691	ENSG00000164011	42846573	42852477	1
ZNF7	ENSG00000147789	144826894	144847509	8
ZNF706	ENSG00000120963	101177720	101207085	8
ZNF721	ENSG00000182903	425815	499156	4
ZNF740	ENSG00000139651	53180694	53195142	12
ZNF76	ENSG00000065029	35258909	35295985	6
ZNF764	ENSG00000169951	30553764	30558374	16
ZNF770	ENSG00000198146	34978341	34989479	15
ZNF777	ENSG00000196453	149431363	149461062	7
ZNF787	ENSG00000142409	56087366	56121295	19
ZNF805	ENSG00000204524	57240632	57262728	19
ZNF814	ENSG00000204514	57848731	57889074	19
ZNF830	ENSG00000198783	34961540	34963777	17
ZNF865	ENSG00000261221	55605638	55617269	19
ZNF91	ENSG00000167232	23304991	23395501	19
ZNHIT1	ENSG00000106400	101218161	101224190	7
ZNHIT3	ENSG00000278574	721533	734214	HSCHR17_7_CTG4
ZNHIT3	ENSG00000273611	36486629	36499310	17
ZRANB1	ENSG00000019995	124942123	124988189	10
ZRANB2	ENSG00000132485	71063251	71081289	1
ZSCAN21	ENSG00000166529	100049772	100065044	7
ZSCAN29	ENSG00000140265	43357920	43371048	15
ZSCAN32	ENSG00000140987	3382081	3401065	16
ZSWIM1	ENSG00000168612	45881227	45885266	20
ZSWIM7	ENSG00000214941	15976560	15999717	17
ZSWIM8	ENSG00000214655	73785606	73801797	10
ZW10	ENSG00000086827	113733183	113773746	11
ZXDA	ENSG00000198205	57905430	57910458	X
ZXDB	ENSG00000198455	57592011	57597477	X
ZZZ3	ENSG00000036549	77562416	77683422	1
