From	To
Q9HD89	ENSG00000104918.8
Q9HD90	ENSG00000123307.4
Q9HDB9	ENSG00000293268.2
Q9HDC5	ENSG00000104369.6
Q9HDC9	ENSG00000101474.13
Q9HDD0	ENSG00000127252.8
Q9NNW5	ENSG00000178252.20
Q9NNW7	ENSG00000184470.21
Q9NNX1	ENSG00000143367.18
Q9NNX6	ENSG00000090659.18
Q9NNX9	ENSG00000169059.14
Q9NNZ3	ENSG00000110011.15
Q9NNZ6	ENSG00000178257.4
Q9NP08	ENSG00000215612.8
Q9NP08	ENSG00000288204.1
Q9NP31	ENSG00000027869.14
Q9NP50	ENSG00000139146.15
Q9NP50	ENSG00000276371.2
Q9NP55	ENSG00000198183.14
Q9NP56	ENSG00000171408.14
Q9NP58	ENSG00000115657.15
Q9NP59	ENSG00000138449.12
Q9NP60	ENSG00000189108.14
Q9NP61	ENSG00000242247.12
Q9NP62	ENSG00000137270.11
Q9NP64	ENSG00000121766.17
Q9NP66	ENSG00000140382.16
Q9NP70	ENSG00000178522.15
Q9NP71	ENSG00000009950.17
Q9NP72	ENSG00000099246.20
Q9NP73	ENSG00000101901.14
Q9NP74	ENSG00000099260.13
Q9NP77	ENSG00000160075.13
Q9NP78	ENSG00000150967.20
Q9NP79	ENSG00000009844.17
Q9NP80	ENSG00000135241.18
Q9NP81	ENSG00000104835.16
Q9NP81	ENSG00000283104.3
Q9NP84	ENSG00000006327.15
Q9NP85	ENSG00000116218.14
Q9NP86	ENSG00000105507.3
Q9NP87	ENSG00000122678.18
Q9NP90	ENSG00000123570.5
Q9NP91	ENSG00000163817.18
Q9NP92	ENSG00000112996.12
Q9NP94	ENSG00000165794.10
Q9NP95	ENSG00000078579.9
Q9NP97	ENSG00000125971.19
Q9NP98	ENSG00000177791.13
Q9NP99	ENSG00000124731.14
Q9NPA0	ENSG00000134153.11
Q9NPA1	ENSG00000171121.17
Q9NPA2	ENSG00000008516.20
Q9NPA3	ENSG00000165175.18
Q9NPA8	ENSG00000120533.13
Q9NPB0	ENSG00000112167.11
Q9NPB1	ENSG00000205309.15
Q9NPB3	ENSG00000167791.14
Q9NPB6	ENSG00000102981.11
Q9NPB8	ENSG00000125772.16
Q9NPB9	ENSG00000129048.8
Q9NPC1	ENSG00000213906.10
Q9NPC1	ENSG00000285203.2
Q9NPC2	ENSG00000169427.8
Q9NPC3	ENSG00000100814.20
Q9NPC3	ENSG00000291784.1
Q9NPC4	ENSG00000128274.18
Q9NPC6	ENSG00000172399.7
Q9NPC7	ENSG00000085274.17
Q9NPC8	ENSG00000170577.9
Q9NPD3	ENSG00000178896.10
Q9NPD5	ENSG00000111700.14
Q9NPD5	ENSG00000257046.5
Q9NPD7	ENSG00000124785.10
Q9NPD8	ENSG00000077152.13
Q9NPE2	ENSG00000182768.10
Q9NPE3	ENSG00000182117.7
Q9NPE3	ENSG00000291996.1
Q9NPE6	ENSG00000061656.12
Q9NPF0	ENSG00000167775.12
Q9NPF2	ENSG00000171310.11
Q9NPF4	ENSG00000092094.12
Q9NPF4	ENSG00000291794.1
Q9NPF5	ENSG00000178028.15
Q9NPF7	ENSG00000110944.9
Q9NPF8	ENSG00000184060.13
Q9NPG1	ENSG00000104290.12
Q9NPG2	ENSG00000165553.5
Q9NPG3	ENSG00000118900.16
Q9NPG4	ENSG00000113555.6
Q9NPG8	ENSG00000136247.16
Q9NPH0	ENSG00000162836.13
Q9NPH2	ENSG00000105655.20
Q9NPH3	ENSG00000196083.12
Q9NPH5	ENSG00000086991.14
Q9NPH6	ENSG00000171102.17
Q9NPH6	ENSG00000280584.3
Q9NPH9	ENSG00000111536.5
Q9NPI0	ENSG00000149483.14
Q9NPI1	ENSG00000166164.17
Q9NPI5	ENSG00000077009.15
Q9NPI6	ENSG00000272886.7
Q9NPI7	ENSG00000172086.10
Q9NPI8	ENSG00000183161.6
Q9NPI9	ENSG00000153822.16
Q9NPJ1	ENSG00000125863.20
Q9NPJ3	ENSG00000112304.12
Q9NPJ4	ENSG00000189266.14
Q9NPJ6	ENSG00000136146.16
Q9NPJ8	ENSG00000101888.13
Q9NPL8	ENSG00000113845.11
Q9NPP4	ENSG00000091106.20
Q9NPQ8	ENSG00000177963.16
Q9NPR2	ENSG00000185033.16
Q9NPR9	ENSG00000125734.17
Q9NPU4	ENSG00000227051.7
Q9NPY3	ENSG00000125810.11
Q9NPZ5	ENSG00000112309.11
Q9NQ03	ENSG00000215397.4
Q9NQ11	ENSG00000159363.19
Q9NQ25	ENSG00000026751.18
Q9NQ29	ENSG00000007392.18
Q9NQ30	ENSG00000164283.13
Q9NQ31	ENSG00000166452.13
Q9NQ32	ENSG00000176029.14
Q9NQ33	ENSG00000176009.4
Q9NQ34	ENSG00000175348.12
Q9NQ35	ENSG00000175352.12
Q9NQ36	ENSG00000175356.15
Q9NQ38	ENSG00000133710.17
Q9NQ40	ENSG00000101276.19
Q9NQ48	ENSG00000163818.21
Q9NQ50	ENSG00000185608.10
Q9NQ55	ENSG00000130810.21
Q9NQ55	ENSG00000243207.6
Q9NQ60	ENSG00000120160.11
Q9NQ66	ENSG00000182621.19
Q9NQ69	ENSG00000143355.16
Q9NQ75	ENSG00000087589.18
Q9NQ76	ENSG00000152595.17
Q9NQ79	ENSG00000095713.15
Q9NQ84	ENSG00000170412.19
Q9NQ84	ENSG00000291917.1
Q9NQ86	ENSG00000152503.11
Q9NQ87	ENSG00000163909.9
Q9NQ88	ENSG00000078237.8
Q9NQ89	ENSG00000047621.13
Q9NQ90	ENSG00000047617.18
Q9NQ92	ENSG00000172301.11
Q9NQ94	ENSG00000148584.17
Q9NQA5	ENSG00000127412.7
Q9NQA5	ENSG00000274348.2
Q9NQB0	ENSG00000148737.19
Q9NQC1	ENSG00000043143.23
Q9NQC3	ENSG00000115310.20
Q9NQC7	ENSG00000083799.19
Q9NQC8	ENSG00000118096.10
Q9NQE7	ENSG00000112812.17
Q9NQE9	ENSG00000111911.8
Q9NQG1	ENSG00000101363.14
Q9NQG1	ENSG00000291969.1
Q9NQG5	ENSG00000101413.13
Q9NQG6	ENSG00000100335.16
Q9NQG7	ENSG00000100099.23
Q9NQH7	ENSG00000196236.14
Q9NQI0	ENSG00000152670.19
Q9NQL2	ENSG00000025039.16
Q9NQL9	ENSG00000064218.6
Q9NQM4	ENSG00000080572.15
Q9NQN1	ENSG00000278889.4
Q9NQP4	ENSG00000101132.12
Q9NQQ7	ENSG00000080189.16
Q9NQR1	ENSG00000183955.14
Q9NQR4	ENSG00000114021.13
Q9NQR7	ENSG00000267909.3
Q9NQR9	ENSG00000152254.11
Q9NQR9	ENSG00000278373.4
Q9NQS1	ENSG00000169857.10
Q9NQS3	ENSG00000177707.12
Q9NQS5	ENSG00000139572.5
Q9NQS7	ENSG00000149503.15
Q9NQT4	ENSG00000077348.11
Q9NQT5	ENSG00000107371.15
Q9NQT6	ENSG00000106328.10
Q9NQT8	ENSG00000197892.13
Q9NQU5	ENSG00000137843.13
Q9NQV5	ENSG00000019485.15
Q9NQV6	ENSG00000170325.17
Q9NQV7	ENSG00000164256.11
Q9NQV8	ENSG00000152784.17
Q9NQW1	ENSG00000075826.18
Q9NQW5	ENSG00000126856.16
Q9NQW6	ENSG00000011426.12
Q9NQW7	ENSG00000108039.19
Q9NQW8	ENSG00000170289.13
Q9NQX0	ENSG00000061455.12
Q9NQX1	ENSG00000138738.12
Q9NQX3	ENSG00000171723.17
Q9NQX4	ENSG00000128833.14
Q9NQX5	ENSG00000107281.11
Q9NQX6	ENSG00000130844.20
Q9NQX7	ENSG00000135916.16
Q9NQY0	ENSG00000147439.15
Q9NQZ2	ENSG00000132467.4
Q9NQZ3	ENSG00000188120.16
Q9NQZ5	ENSG00000084090.15
Q9NQZ6	ENSG00000126970.17
Q9NQZ7	ENSG00000198018.8
Q9NQZ8	ENSG00000197951.12
Q9NR00	ENSG00000176907.5
Q9NR09	ENSG00000115760.16
Q9NR11	ENSG00000089335.23
Q9NR12	ENSG00000196923.15
Q9NR16	ENSG00000177675.10
Q9NR19	ENSG00000131069.21
Q9NR20	ENSG00000010219.14
Q9NR21	ENSG00000111224.15
Q9NR22	ENSG00000111218.13
Q9NR23	ENSG00000184344.4
Q9NR28	ENSG00000184047.22
Q9NR30	ENSG00000165732.15
Q9NR31	ENSG00000079332.17
Q9NR33	ENSG00000115350.13
Q9NR34	ENSG00000117643.17
Q9NR45	ENSG00000095380.12
Q9NR46	ENSG00000148341.19
Q9NR48	ENSG00000116539.14
Q9NR50	ENSG00000070785.18
Q9NR55	ENSG00000123685.9
Q9NR56	ENSG00000152601.19
Q9NR61	ENSG00000128917.9
Q9NR63	ENSG00000003137.9
Q9NR64	ENSG00000150361.12
Q9NR71	ENSG00000188611.17
Q9NR77	ENSG00000176894.11
Q9NR80	ENSG00000136002.22
Q9NR81	ENSG00000163947.13
Q9NR82	ENSG00000185760.18
Q9NR83	ENSG00000125520.15
Q9NR90	ENSG00000187191.16
Q9NR96	ENSG00000239732.4
Q9NR97	ENSG00000101916.12
Q9NR99	ENSG00000101825.8
Q9NRA0	ENSG00000063176.17
Q9NRA1	ENSG00000145431.12
Q9NRA2	ENSG00000119899.14
Q9NRA8	ENSG00000184708.19
Q9NRB3	ENSG00000136213.11
Q9NRC1	ENSG00000004866.23
Q9NRC6	ENSG00000137877.10
Q9NRC8	ENSG00000187531.15
Q9NRC9	ENSG00000125879.5
Q9NRD0	ENSG00000164117.15
Q9NRD1	ENSG00000116663.12
Q9NRD5	ENSG00000100151.17
Q9NRD8	ENSG00000140279.13
Q9NRD9	ENSG00000137857.19
Q9NRE1	ENSG00000167346.9
Q9NRE2	ENSG00000182463.17
Q9NRF2	ENSG00000178188.17
Q9NRF8	ENSG00000047230.16
Q9NRF9	ENSG00000148229.14
Q9NRG0	ENSG00000104472.11
Q9NRG1	ENSG00000099256.20
Q9NRG4	ENSG00000143499.15
Q9NRG7	ENSG00000100445.19
Q9NRG9	ENSG00000094914.15
Q9NRG9	ENSG00000291836.1
Q9NRH1	ENSG00000241127.10
Q9NRH2	ENSG00000163788.15
Q9NRH3	ENSG00000037042.10
Q9NRI5	ENSG00000162946.24
Q9NRJ3	ENSG00000151882.11
Q9NRJ4	ENSG00000130338.13
Q9NRJ5	ENSG00000218823.2
Q9NRJ7	ENSG00000272674.4
Q9NRJ7	ENSG00000291684.1
Q9NRK6	ENSG00000135776.6
Q9NRL2	ENSG00000198604.12
Q9NRL3	ENSG00000090372.15
Q9NRM0	ENSG00000109667.13
Q9NRM1	ENSG00000132464.13
Q9NRM2	ENSG00000198839.11
Q9NRM6	ENSG00000056736.11
Q9NRM7	ENSG00000150457.10
Q9NRN5	ENSG00000116774.13
Q9NRN7	ENSG00000149313.12
Q9NRN9	ENSG00000138382.16
Q9NRP0	ENSG00000198856.14
Q9NRP2	ENSG00000103121.10
Q9NRP2	ENSG00000291948.1
Q9NRP4	ENSG00000196636.8
Q9NRP7	ENSG00000163482.13
Q9NRQ2	ENSG00000114698.16
Q9NRQ5	ENSG00000166002.8
Q9NRR1	ENSG00000170891.12
Q9NRR2	ENSG00000116176.8
Q9NRR3	ENSG00000158985.15
Q9NRR4	ENSG00000113360.18
Q9NRR5	ENSG00000160803.9
Q9NRR6	ENSG00000148384.15
Q9NRR8	ENSG00000197622.14
Q9NRS4	ENSG00000137648.21
Q9NRS6	ENSG00000110025.14
Q9NRU3	ENSG00000119946.13
Q9NRV9	ENSG00000013583.11
Q9NRW1	ENSG00000154917.12
Q9NRW3	ENSG00000244509.5
Q9NRW4	ENSG00000112679.15
Q9NRW7	ENSG00000136631.17
Q9NRX1	ENSG00000115946.9
Q9NRX2	ENSG00000158042.10
Q9NRX3	ENSG00000185633.12
Q9NRX4	ENSG00000054148.19
Q9NRX5	ENSG00000111897.8
Q9NRX6	ENSG00000215717.8
Q9NRY2	ENSG00000148153.15
Q9NRY4	ENSG00000160007.21
Q9NRY5	ENSG00000055147.20
Q9NRY6	ENSG00000187838.18
Q9NRY6	ENSG00000284009.2
Q9NRY7	ENSG00000163746.14
Q9NRZ5	ENSG00000026652.16
Q9NRZ7	ENSG00000160216.21
Q9NRZ9	ENSG00000119969.17
Q9NS00	ENSG00000106392.12
Q9NS15	ENSG00000168056.19
Q9NS18	ENSG00000023572.10
Q9NS23	ENSG00000068028.19
Q9NS25	ENSG00000227234.2
Q9NS26	ENSG00000203926.5
Q9NS26	ENSG00000198021.8
Q9NS28	ENSG00000150681.10
Q9NS37	ENSG00000137504.16
Q9NS39	ENSG00000185736.16
Q9NS40	ENSG00000184611.14
Q9NS56	ENSG00000197579.9
Q9NS61	ENSG00000120049.21
Q9NS62	ENSG00000136114.18
Q9NS64	ENSG00000177519.4
Q9NS66	ENSG00000184194.7
Q9NS67	ENSG00000170837.3
Q9NS68	ENSG00000127863.17
Q9NS69	ENSG00000100216.7
Q9NS71	ENSG00000169605.7
Q9NS73	ENSG00000151332.21
Q9NS75	ENSG00000152207.9
Q9NS82	ENSG00000130876.12
Q9NS84	ENSG00000147119.5
Q9NS85	ENSG00000154975.15
Q9NS86	ENSG00000132434.11
Q9NS87	ENSG00000163808.18
Q9NS87	ENSG00000280610.3
Q9NS91	ENSG00000070950.11
Q9NS93	ENSG00000064115.12
Q9NS98	ENSG00000010319.8
Q9NSA0	ENSG00000168065.16
Q9NSA1	ENSG00000105550.10
Q9NSA2	ENSG00000102057.12
Q9NSA2	ENSG00000292214.1
Q9NSA3	ENSG00000178585.16
Q9NSB2	ENSG00000161849.3
Q9NSB4	ENSG00000161850.3
Q9NSB8	ENSG00000103942.14
Q9NSC2	ENSG00000103449.14
Q9NSC5	ENSG00000051128.20
Q9NSC7	ENSG00000070526.16
Q9NSD4	ENSG00000063587.15
Q9NSD5	ENSG00000010379.17
Q9NSD7	ENSG00000182631.7
Q9NSD7	ENSG00000277069.2
Q9NSD9	ENSG00000116120.12
Q9NSE2	ENSG00000114737.17
Q9NSE4	ENSG00000067704.11
Q9NSG2	ENSG00000000460.18
Q9NSI2	ENSG00000160256.15
Q9NSI5	ENSG00000183067.6
Q9NSI6	ENSG00000185658.15
Q9NSI8	ENSG00000155307.20
Q9NSK0	ENSG00000137171.16
Q9NSK7	ENSG00000131943.21
Q9NSN8	ENSG00000147481.18
Q9NSP4	ENSG00000100162.17
Q9NST1	ENSG00000100344.12
Q9NSU2	ENSG00000213689.14
Q9NSV4	ENSG00000139734.19
Q9NSY0	ENSG00000185189.19
Q9NSY1	ENSG00000138756.20
Q9NSY2	ENSG00000172345.15
Q9NT22	ENSG00000183798.5
Q9NT62	ENSG00000144848.12
Q9NT68	ENSG00000145934.17
Q9NT99	ENSG00000131409.14
Q9NTG1	ENSG00000130943.7
Q9NTG7	ENSG00000142082.16
Q9NTI2	ENSG00000132932.19
Q9NTI5	ENSG00000083642.20
Q9NTI7	ENSG00000197852.12
Q9NTJ3	ENSG00000113810.17
Q9NTJ4	ENSG00000140400.19
Q9NTJ5	ENSG00000211456.15
Q9NTK1	ENSG00000165507.10
Q9NTK5	ENSG00000138430.17
Q9NTM9	ENSG00000119929.14
Q9NTN3	ENSG00000116704.9
Q9NTN9	ENSG00000095539.17
Q9NTQ9	ENSG00000189433.8
Q9NTU4	ENSG00000219435.6
Q9NTU7	ENSG00000054803.4
Q9NTW7	ENSG00000020256.21
Q9NTX5	ENSG00000093144.20
Q9NTX7	ENSG00000118518.18
Q9NTX9	ENSG00000196227.12
Q9NTZ6	ENSG00000244462.9
Q9NU02	ENSG00000132623.17
Q9NU19	ENSG00000065491.9
Q9NU22	ENSG00000112159.13
Q9NU23	ENSG00000083099.12
Q9NU39	ENSG00000184492.7
Q9NU53	ENSG00000055211.15
Q9NU63	ENSG00000204644.11
Q9NU63	ENSG00000206510.9
Q9NU63	ENSG00000223858.7
Q9NU63	ENSG00000226858.7
Q9NU63	ENSG00000223852.7
Q9NU63	ENSG00000234669.7
Q9NU63	ENSG00000232099.7
Q9NUA8	ENSG00000184677.19
Q9NUB1	ENSG00000154930.16
Q9NUB4	ENSG00000258713.3
Q9NUC0	ENSG00000082497.13
Q9NUC0	ENSG00000281230.3
Q9NUD5	ENSG00000247315.4
Q9NUD7	ENSG00000196476.13
Q9NUD9	ENSG00000060642.13
Q9NUE0	ENSG00000204160.13
Q9NUG4	ENSG00000101331.18
Q9NUG6	ENSG00000088356.7
Q9NUH8	ENSG00000137210.15
Q9NUI1	ENSG00000242612.8
Q9NUI1	ENSG00000274296.3
Q9NUJ1	ENSG00000144827.10
Q9NUJ3	ENSG00000176148.17
Q9NUJ7	ENSG00000182378.16
Q9NUJ7	ENSG00000292344.2
Q9NUK0	ENSG00000076770.17
Q9NUL3	ENSG00000040341.19
Q9NUL5	ENSG00000130813.19
Q9NUL7	ENSG00000182810.7
Q9NUM3	ENSG00000029364.13
Q9NUM4	ENSG00000106460.21
Q9NUN5	ENSG00000168216.14
Q9NUN7	ENSG00000078124.14
Q9NUP1	ENSG00000186222.5
Q9NUP7	ENSG00000122435.12
Q9NUP9	ENSG00000148943.12
Q9NUQ2	ENSG00000155189.13
Q9NUQ2	ENSG00000284980.2
Q9NUQ3	ENSG00000086712.14
Q9NUQ6	ENSG00000196141.15
Q9NUQ7	ENSG00000109775.12
Q9NUQ8	ENSG00000161204.13
Q9NUQ9	ENSG00000153310.23
Q9NUR3	ENSG00000125895.7
Q9NUS5	ENSG00000125843.13
Q9NUT2	ENSG00000197150.14
Q9NUU6	ENSG00000145569.7
Q9NUU7	ENSG00000168872.18
Q9NUV7	ENSG00000172296.14
Q9NUV9	ENSG00000133574.11
Q9NUW8	ENSG00000042088.15
Q9NUX5	ENSG00000128513.17
Q9NUY8	ENSG00000036054.14
Q9NUZ1	ENSG00000153093.22
Q9NV06	ENSG00000164934.16
Q9NV12	ENSG00000146859.7
Q9NV23	ENSG00000152463.16
Q9NV29	ENSG00000166292.13
Q9NV31	ENSG00000177971.9
Q9NV35	ENSG00000136159.5
Q9NV56	ENSG00000101189.8
Q9NV58	ENSG00000034677.14
Q9NV64	ENSG00000176142.14
Q9NV66	ENSG00000198874.15
Q9NV70	ENSG00000090989.19
Q9NV72	ENSG00000167562.15
Q9NV79	ENSG00000203880.14
Q9NV79	ENSG00000280663.4
Q9NV88	ENSG00000104299.16
Q9NV92	ENSG00000102471.16
Q9NV96	ENSG00000112697.18
Q9NVA1	ENSG00000101019.23
Q9NVA2	ENSG00000138758.13
Q9NVA4	ENSG00000164168.9
Q9NVC3	ENSG00000103042.10
Q9NVC6	ENSG00000042429.13
Q9NVD3	ENSG00000185917.15
Q9NVD7	ENSG00000197702.15
Q9NVE4	ENSG00000182791.5
Q9NVE5	ENSG00000085982.17
Q9NVE7	ENSG00000157881.17
Q9NVE7	ENSG00000273494.3
Q9NVF7	ENSG00000143756.12
Q9NVF9	ENSG00000143845.15
Q9NVG8	ENSG00000107021.18
Q9NVH0	ENSG00000081177.20
Q9NVH1	ENSG00000007923.18
Q9NVH2	ENSG00000143493.14
Q9NVH6	ENSG00000185973.13
Q9NVI1	ENSG00000140525.21
Q9NVI7	ENSG00000197785.15
Q9NVJ2	ENSG00000134108.15
Q9NVK5	ENSG00000111790.15
Q9NVL8	ENSG00000100557.11
Q9NVM1	ENSG00000142694.8
Q9NVM4	ENSG00000132600.19
Q9NVM6	ENSG00000104129.11
Q9NVM9	ENSG00000064102.16
Q9NVN3	ENSG00000111785.21
Q9NVN8	ENSG00000130119.18
Q9NVP1	ENSG00000088205.14
Q9NVP2	ENSG00000105011.10
Q9NVP2	ENSG00000288210.1
Q9NVP4	ENSG00000089091.18
Q9NVQ4	ENSG00000158234.14
Q9NVR0	ENSG00000178502.6
Q9NVR2	ENSG00000104613.13
Q9NVR5	ENSG00000165506.15
Q9NVR7	ENSG00000113838.14
Q9NVS2	ENSG00000096080.13
Q9NVS9	ENSG00000108439.12
Q9NVT9	ENSG00000104442.11
Q9NVU0	ENSG00000058600.17
Q9NVU0	ENSG00000284282.3
Q9NVU7	ENSG00000198301.13
Q9NVV0	ENSG00000095209.13
Q9NVV2	ENSG00000221916.4
Q9NVV4	ENSG00000107951.16
Q9NVV5	ENSG00000146416.19
Q9NVV9	ENSG00000131931.9
Q9NVW2	ENSG00000131263.14
Q9NVX0	ENSG00000137814.13
Q9NVX2	ENSG00000073536.19
Q9NVX7	ENSG00000123444.15
Q9NVX7	ENSG00000284900.2
Q9NVZ3	ENSG00000157191.21
Q9NVZ3	ENSG00000291380.1
Q9NW07	ENSG00000198816.8
Q9NW08	ENSG00000013503.11
Q9NW13	ENSG00000106344.9
Q9NW15	ENSG00000160746.14
Q9NW38	ENSG00000115392.14
Q9NW61	ENSG00000104886.13
Q9NW64	ENSG00000086589.13
Q9NW68	ENSG00000160058.20
Q9NW75	ENSG00000092978.12
Q9NW81	ENSG00000105341.19
Q9NW82	ENSG00000082068.10
Q9NW97	ENSG00000171729.15
Q9NWA0	ENSG00000141026.6
Q9NWB1	ENSG00000078328.23
Q9NWB6	ENSG00000134884.16
Q9NWB7	ENSG00000114446.6
Q9NWC5	ENSG00000181458.11
Q9NWD8	ENSG00000106609.17
Q9NWD9	ENSG00000102409.11
Q9NWF4	ENSG00000132517.16
Q9NWF9	ENSG00000011275.19
Q9NWH2	ENSG00000215712.12
Q9NWH7	ENSG00000132122.13
Q9NWH9	ENSG00000137776.18
Q9NWK9	ENSG00000117174.12
Q9NWL6	ENSG00000138381.10
Q9NWM0	ENSG00000088826.19
Q9NWM3	ENSG00000180891.14
Q9NWM8	ENSG00000106080.11
Q9NWN3	ENSG00000178974.12
Q9NWQ4	ENSG00000089916.19
Q9NWQ8	ENSG00000076641.5
Q9NWQ9	ENSG00000179933.7
Q9NWR8	ENSG00000005059.17
Q9NWS0	ENSG00000104872.13
Q9NWS1	ENSG00000185480.13
Q9NWS6	ENSG00000100376.13
Q9NWS8	ENSG00000155906.21
Q9NWS9	ENSG00000083838.18
Q9NWT1	ENSG00000111845.6
Q9NWT1	ENSG00000285226.2
Q9NWT6	ENSG00000166135.15
Q9NWT8	ENSG00000175756.15
Q9NWU1	ENSG00000151093.9
Q9NWU2	ENSG00000101193.9
Q9NWU5	ENSG00000082515.19
Q9NWV4	ENSG00000162384.15
Q9NWV8	ENSG00000105393.17
Q9NWW0	ENSG00000103145.12
Q9NWW5	ENSG00000128973.14
Q9NWW6	ENSG00000106733.22
Q9NWW7	ENSG00000115998.9
Q9NWW9	ENSG00000133328.5
Q9NWX5	ENSG00000148331.13
Q9NWX6	ENSG00000113272.15
Q9NWY4	ENSG00000056050.8
Q9NWZ3	ENSG00000198001.17
Q9NWZ5	ENSG00000198276.17
Q9NWZ8	ENSG00000046647.16
Q9NX00	ENSG00000130748.7
Q9NX01	ENSG00000140830.11
Q9NX02	ENSG00000022556.17
Q9NX02	ENSG00000275843.4
Q9NX02	ENSG00000275082.4
Q9NX02	ENSG00000275399.4
Q9NX02	ENSG00000278682.4
Q9NX02	ENSG00000273992.4
Q9NX02	ENSG00000274638.4
Q9NX02	ENSG00000278789.4
Q9NX02	ENSG00000275796.4
Q9NX04	ENSG00000116922.16
Q9NX05	ENSG00000184083.12
Q9NX07	ENSG00000180098.10
Q9NX08	ENSG00000169019.12
Q9NX09	ENSG00000168209.7
Q9NX14	ENSG00000147123.13
Q9NX18	ENSG00000167985.9
Q9NX20	ENSG00000166902.6
Q9NX24	ENSG00000145912.11
Q9NX31	ENSG00000132823.12
Q9NX36	ENSG00000177692.14
Q9NX36	ENSG00000262911.5
Q9NX38	ENSG00000119328.13
Q9NX40	ENSG00000109180.16
Q9NX45	ENSG00000120669.16
Q9NX45	ENSG00000250709.1
Q9NX46	ENSG00000116863.12
Q9NX47	ENSG00000198060.11
Q9NX52	ENSG00000158315.12
Q9NX55	ENSG00000242028.9
Q9NX57	ENSG00000139832.6
Q9NX58	ENSG00000145220.15
Q9NX61	ENSG00000064545.16
Q9NX62	ENSG00000104331.10
Q9NX63	ENSG00000106554.14
Q9NX65	ENSG00000140987.23
Q9NX70	ENSG00000063322.16
Q9NX74	ENSG00000167264.19
Q9NX76	ENSG00000091317.9
Q9NX78	ENSG00000070269.15
Q9NX94	ENSG00000166272.19
Q9NX95	ENSG00000147642.18
Q9NXA8	ENSG00000124523.18
Q9NXB0	ENSG00000011143.20
Q9NXB9	ENSG00000197977.5
Q9NXC2	ENSG00000145990.11
Q9NXC5	ENSG00000164654.17
Q9NXD2	ENSG00000166912.18
Q9NXD2	ENSG00000277086.3
Q9NXE4	ENSG00000136699.21
Q9NXE4	ENSG00000292130.1
Q9NXE8	ENSG00000273559.6
Q9NXE8	ENSG00000276761.2
Q9NXF1	ENSG00000136891.15
Q9NXF7	ENSG00000163257.13
Q9NXF8	ENSG00000153786.14
Q9NXG0	ENSG00000044459.16
Q9NXG2	ENSG00000066654.15
Q9NXG6	ENSG00000178467.19
Q9NXH3	ENSG00000166143.11
Q9NXH8	ENSG00000198113.4
Q9NXH9	ENSG00000104907.14
Q9NXI6	ENSG00000178828.7
Q9NXJ0	ENSG00000071203.10
Q9NXJ5	ENSG00000130517.15
Q9NXK6	ENSG00000137819.15
Q9NXK8	ENSG00000127452.9
Q9NXL2	ENSG00000236699.9
Q9NXL6	ENSG00000072858.13
Q9NXL9	ENSG00000111877.19
Q9NXN4	ENSG00000196505.12
Q9NXP7	ENSG00000145723.18
Q9NXR1	ENSG00000072864.17
Q9NXR1	ENSG00000275911.3
Q9NXR5	ENSG00000088448.15
Q9NXR7	ENSG00000158019.22
Q9NXR8	ENSG00000071243.17
Q9NXS2	ENSG00000011478.13
Q9NXS3	ENSG00000179454.15
Q9NXT0	ENSG00000083828.16
Q9NXU5	ENSG00000185305.12
Q9NXV2	ENSG00000167977.10
Q9NXV6	ENSG00000168564.7
Q9NXW2	ENSG00000148719.17
Q9NXW9	ENSG00000160993.5
Q9NXX6	ENSG00000107672.16
Q9NXZ1	ENSG00000181433.12
Q9NXZ2	ENSG00000080007.9
Q9NY12	ENSG00000109534.18
Q9NY15	ENSG00000010327.11
Q9NY25	ENSG00000258227.8
Q9NY26	ENSG00000143570.20
Q9NY27	ENSG00000163605.16
Q9NY28	ENSG00000130035.10
Q9NY30	ENSG00000137707.14
Q9NY33	ENSG00000254986.9
Q9NY35	ENSG00000080822.18
Q9NY37	ENSG00000256394.3
Q9NY43	ENSG00000143032.8
Q9NY46	ENSG00000153253.20
Q9NY47	ENSG00000007402.13
Q9NY56	ENSG00000122136.15
Q9NY57	ENSG00000152953.14
Q9NY59	ENSG00000103056.13
Q9NY61	ENSG00000275700.7
Q9NY61	ENSG00000276072.2
Q9NY64	ENSG00000136856.19
Q9NY65	ENSG00000183785.17
Q9NY72	ENSG00000166257.11
Q9NY74	ENSG00000143971.10
Q9NY87	ENSG00000198573.7
Q9NY91	ENSG00000100191.6
Q9NY93	ENSG00000136271.12
Q9NY97	ENSG00000170340.12
Q9NY99	ENSG00000172554.13
Q9NYA1	ENSG00000176170.15
Q9NYA3	ENSG00000159289.6
Q9NYA4	ENSG00000108389.11
Q9NYB0	ENSG00000166848.8
Q9NYB5	ENSG00000139155.10
Q9NYB9	ENSG00000138443.18
Q9NYC9	ENSG00000007174.18
Q9NYD6	ENSG00000180818.5
Q9NYF0	ENSG00000165617.16
Q9NYF3	ENSG00000120709.12
Q9NYF5	ENSG00000031003.12
Q9NYF8	ENSG00000029363.18
Q9NYG2	ENSG00000163812.17
Q9NYG5	ENSG00000141552.19
Q9NYG8	ENSG00000182450.15
Q9NYH9	ENSG00000108651.11
Q9NYI0	ENSG00000156011.19
Q9NYJ1	ENSG00000181924.9
Q9NYJ7	ENSG00000090932.12
Q9NYJ8	ENSG00000055208.21
Q9NYK1	ENSG00000196664.5
Q9NYK5	ENSG00000154719.15
Q9NYK6	ENSG00000154642.12
