From	Entry	Entry Name	Protein names	Gene Names	Organism	Length	Reviewed
ENSG00000173120	Q9Y2K7	KDM2A_HUMAN	Lysine-specific demethylase 2A (EC 1.14.11.27) (CXXC-type zinc finger protein 8) (F-box and leucine-rich repeat protein 11) (F-box protein FBL7) (F-box protein Lilina) (F-box/LRR-repeat protein 11) (JmjC domain-containing histone demethylation protein 1A) ([Histone-H3]-lysine-36 demethylase 1A)	KDM2A CXXC8 FBL11 FBL7 FBXL11 JHDM1A KIAA1004	Homo sapiens (Human)	1162	reviewed
ENSG00000173141	Q9BQC6	RT63_HUMAN	Large ribosomal subunit protein mL63 (Mitochondrial ribosomal protein 63) (Mitochondrial ribosomal protein L57) (Ribosomal protein 63, mitochondrial) (hMRP63)	MRPL57 MRP63	Homo sapiens (Human)	102	reviewed
ENSG00000173226	Q15051	IQCB1_HUMAN	IQ calmodulin-binding motif-containing protein 1 (Nephrocystin-5) (p53 and DNA damage-regulated IQ motif protein) (PIQ)	IQCB1 KIAA0036 NPHP5 OK/SW-cl.85	Homo sapiens (Human)	598	reviewed
ENSG00000173230	Q14789	GOGB1_HUMAN	Golgin subfamily B member 1 (372 kDa Golgi complex-associated protein) (GCP372) (Giantin) (Macrogolgin)	GOLGB1	Homo sapiens (Human)	3259	reviewed
ENSG00000173273	O95271	TNKS1_HUMAN	Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Poly [ADP-ribose] polymerase 5A) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TNKS-1) (TRF1-interacting ankyrin-related ADP-ribose polymerase) (Tankyrase I) (Tankyrase-1) (TANK1)	TNKS PARP5A PARPL TIN1 TINF1 TNKS1	Homo sapiens (Human)	1327	reviewed
ENSG00000173327	Q16584	M3K11_HUMAN	Mitogen-activated protein kinase kinase kinase 11 (EC 2.7.11.25) (Mixed lineage kinase 3) (Src-homology 3 domain-containing proline-rich kinase)	MAP3K11 MLK3 PTK1 SPRK	Homo sapiens (Human)	847	reviewed
ENSG00000173402	Q14118	DAG1_HUMAN	Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]	DAG1	Homo sapiens (Human)	895	reviewed
ENSG00000173457	Q96C90	PP14B_HUMAN	Protein phosphatase 1 regulatory subunit 14B (Phospholipase C-beta-3 neighbouring gene protein)	PPP1R14B PLCB3N PNG	Homo sapiens (Human)	147	reviewed
ENSG00000173465	O60232	ZNRD2_HUMAN	Protein ZNRD2 (Autoantigen p27) (Protein zinc ribbon domain type 2) (Sjoegren syndrome/scleroderma autoantigen 1) (Zinc ribbon domain-containing protein 2)	ZNRD2 SSSCA1	Homo sapiens (Human)	199	reviewed
ENSG00000173473	Q92922	SMRC1_HUMAN	SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (BAF155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1)	SMARCC1 BAF155	Homo sapiens (Human)	1105	reviewed
ENSG00000173511	P49765	VEGFB_HUMAN	Vascular endothelial growth factor B (VEGF-B) (VEGF-related factor) (VRF)	VEGFB VRF	Homo sapiens (Human)	207	reviewed
ENSG00000173545	Q969S3	ZN622_HUMAN	Cytoplasmic 60S subunit biogenesis factor ZNF622 (Zinc finger protein 622) (Zinc finger-like protein 9)	ZNF622 ZPR9	Homo sapiens (Human)	477	reviewed
ENSG00000173575	O14647	CHD2_HUMAN	ATP-dependent chromatin remodeler CHD2 (EC 3.6.4.-) (Chromo domain-containing protein 2) (CHD-2)	CHD2	Homo sapiens (Human)	1828	reviewed
ENSG00000173660	P07919	QCR6_HUMAN	Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VIII) (Cytochrome c1 non-heme 11 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 11 kDa protein)	UQCRH	Homo sapiens (Human)	91	reviewed
ENSG00000173674	P47813	IF1AX_HUMAN	Eukaryotic translation initiation factor 1A, X-chromosomal (eIF-1A X isoform) (eIF1A X isoform) (Eukaryotic translation initiation factor 4C) (eIF-4C)	EIF1AX EIF1A EIF4C	Homo sapiens (Human)	144	reviewed
ENSG00000173692	Q99460	PSMD1_HUMAN	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112)	PSMD1	Homo sapiens (Human)	953	reviewed
ENSG00000173726	Q15388	TOM20_HUMAN	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	TOMM20 KIAA0016	Homo sapiens (Human)	145	reviewed
ENSG00000173744	P52594	AGFG1_HUMAN	Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein) (Nucleoporin-like protein RIP) (Rev-interacting protein) (Rev/Rex activation domain-binding protein)	AGFG1 HRB RAB RIP	Homo sapiens (Human)	562	reviewed
ENSG00000173757	P51692	STA5B_HUMAN	Signal transducer and activator of transcription 5B	STAT5B	Homo sapiens (Human)	787	reviewed
ENSG00000173786	P09543	CN37_HUMAN	2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)	CNP	Homo sapiens (Human)	421	reviewed
ENSG00000173812	P41567	EIF1_HUMAN	Eukaryotic translation initiation factor 1 (eIF1) (A121) (Protein translation factor SUI1 homolog) (Sui1iso1)	EIF1 SUI1	Homo sapiens (Human)	113	reviewed
ENSG00000173915	Q96IX5	ATPMK_HUMAN	ATP synthase F(0) complex subunit k, mitochondrial (ATP synthase membrane subunit DAPIT, mitochondrial) (Diabetes-associated protein in insulin-sensitive tissues) (HCV F-transactivated protein 2) (Up-regulated during skeletal muscle growth protein 5)	ATP5MK ATP5MD DAPIT HCVFTP2 USMG5 PD04912	Homo sapiens (Human)	58	reviewed
ENSG00000173933	Q9BWF3	RBM4_HUMAN	RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	RBM4 RBM4A	Homo sapiens (Human)	364	reviewed
ENSG00000174132	Q8TBP5	F174A_HUMAN	Membrane protein FAM174A (Hepatitis C virus NS5A-transactivated protein 6) (HCV NS5A-transactivated protein 6) (Transmembrane protein 157)	FAM174A NS5ATP6 TMEM157 UNQ1912/PRO4371	Homo sapiens (Human)	190	reviewed
ENSG00000174231	Q6P2Q9	PRP8_HUMAN	Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220)	PRPF8 PRPC8	Homo sapiens (Human)	2335	reviewed
ENSG00000174243	Q9BUQ8	DDX23_HUMAN	Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)	DDX23	Homo sapiens (Human)	820	reviewed
ENSG00000174444	P36578	RL4_HUMAN	Large ribosomal subunit protein uL4 (60S ribosomal protein L1) (60S ribosomal protein L4)	RPL4 RPL1	Homo sapiens (Human)	427	reviewed
ENSG00000174574	Q9H9L7	AKIR1_HUMAN	Akirin-1	AKIRIN1 C1orf108	Homo sapiens (Human)	192	reviewed
ENSG00000174579	Q9HCI7	MSL2_HUMAN	E3 ubiquitin-protein ligase MSL2 (EC 2.3.2.27) (Male-specific lethal 2-like 1) (MSL2-like 1) (Male-specific lethal-2 homolog) (MSL-2) (Male-specific lethal-2 homolog 1) (RING finger protein 184)	MSL2 KIAA1585 MSL2L1 RNF184	Homo sapiens (Human)	577	reviewed
ENSG00000174684	O43505	B4GA1_HUMAN	Beta-1,4-glucuronyltransferase 1 (EC 2.4.1.-) (I-beta-1,3-N-acetylglucosaminyltransferase) (iGnT) (N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase) (Poly-N-acetyllactosamine extension enzyme) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1)	B4GAT1 B3GNT1 B3GNT6	Homo sapiens (Human)	415	reviewed
ENSG00000174695	Q8TBQ9	KISHA_HUMAN	Protein kish-A (Transmembrane protein 167) (Transmembrane protein 167A)	TMEM167A TMEM167	Homo sapiens (Human)	72	reviewed
ENSG00000174744	Q9HCU9	BRMS1_HUMAN	Breast cancer metastasis-suppressor 1	BRMS1	Homo sapiens (Human)	246	reviewed
ENSG00000174748	P61313	RL15_HUMAN	Large ribosomal subunit protein eL15 (60S ribosomal protein L15)	RPL15 EC45 TCBAP0781	Homo sapiens (Human)	204	reviewed
ENSG00000174839	Q8IWF6	DEN6A_HUMAN	Protein DENND6A (DENN domain-containing protein 6A)	DENND6A FAM116A	Homo sapiens (Human)	608	reviewed
ENSG00000174851	O95070	YIF1A_HUMAN	Protein YIF1A (54TMp) (YIP1-interacting factor homolog A)	YIF1A 54TM HYIF1P YIF1	Homo sapiens (Human)	293	reviewed
ENSG00000174886	Q86Y39	NDUAB_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)	NDUFA11	Homo sapiens (Human)	141	reviewed
ENSG00000174903	Q9H0U4	RAB1B_HUMAN	Ras-related protein Rab-1B (EC 3.6.5.2)	RAB1B	Homo sapiens (Human)	201	reviewed
ENSG00000174915	Q9BVG9	PTSS2_HUMAN	Phosphatidylserine synthase 2 (PSS-2) (PtdSer synthase 2) (EC 2.7.8.29) (Serine-exchange enzyme II)	PTDSS2 PSS2	Homo sapiens (Human)	487	reviewed
ENSG00000174917	Q5XKP0	MIC13_HUMAN	MICOS complex subunit MIC13 (Protein P117)	MICOS13 C19orf70 MIC13 QIL1	Homo sapiens (Human)	118	reviewed
ENSG00000175115	Q6VY07	PACS1_HUMAN	Phosphofurin acidic cluster sorting protein 1 (PACS-1)	PACS1 KIAA1175	Homo sapiens (Human)	963	reviewed
ENSG00000175166	Q13200	PSMD2_HUMAN	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2)	PSMD2 TRAP2	Homo sapiens (Human)	908	reviewed
ENSG00000175203	Q13561	DCTN2_HUMAN	Dynactin subunit 2 (50 kDa dynein-associated polypeptide) (Dynactin complex 50 kDa subunit) (DCTN-50) (p50 dynamitin)	DCTN2 DCTN50	Homo sapiens (Human)	401	reviewed
ENSG00000175215	O14595	CTDS2_HUMAN	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2 (EC 3.1.3.16) (Nuclear LIM interactor-interacting factor 2) (NLI-interacting factor 2) (Protein OS-4) (Small C-terminal domain phosphatase 2) (Small CTD phosphatase 2) (SCP2)	CTDSP2 NIF2 OS4 SCP2	Homo sapiens (Human)	271	reviewed
ENSG00000175216	Q14008	CKAP5_HUMAN	Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG)	CKAP5 KIAA0097	Homo sapiens (Human)	2032	reviewed
ENSG00000175220	Q07960	RHG01_HUMAN	Rho GTPase-activating protein 1 (CDC42 GTPase-activating protein) (GTPase-activating protein rhoGAP) (Rho-related small GTPase protein activator) (Rho-type GTPase-activating protein 1) (p50-RhoGAP)	ARHGAP1 CDC42GAP RHOGAP1	Homo sapiens (Human)	439	reviewed
ENSG00000175324	O15116	LSM1_HUMAN	U6 snRNA-associated Sm-like protein LSm1 (Cancer-associated Sm-like) (Small nuclear ribonuclear CaSm)	LSM1 CASM	Homo sapiens (Human)	133	reviewed
ENSG00000175334	O75531	BAF_HUMAN	Barrier-to-autointegration factor (Breakpoint cluster region protein 1) [Cleaved into: Barrier-to-autointegration factor, N-terminally processed]	BANF1 BAF BCRG1	Homo sapiens (Human)	89	reviewed
ENSG00000175387	Q15796	SMAD2_HUMAN	SMAD family member 2 (SMAD 2) (hSMAD2) (JV18-1) (Mad-related protein 2) (hMAD-2) (Mothers against decapentaplegic homolog 2) (MAD homolog 2) (Mothers against DPP homolog 2)	SMAD2 MADH2 MADR2	Homo sapiens (Human)	467	reviewed
ENSG00000175467	O43290	SNUT1_HUMAN	U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1)	SART1	Homo sapiens (Human)	800	reviewed
ENSG00000175550	Q14919	NC2A_HUMAN	Dr1-associated corepressor (Dr1-associated protein 1) (Negative cofactor 2-alpha) (NC2-alpha)	DRAP1	Homo sapiens (Human)	205	reviewed
ENSG00000175573	Q9H3H3	CK068_HUMAN	UPF0696 protein C11orf68 (Basophilic leukemia-expressed protein Bles03) (Protein p5326)	C11orf68 BLES03	Homo sapiens (Human)	292	reviewed
ENSG00000175582	P20340	RAB6A_HUMAN	Ras-related protein Rab-6A (Rab-6) (EC 3.6.5.2)	RAB6A RAB6	Homo sapiens (Human)	208	reviewed
ENSG00000175602	Q15834	CC85B_HUMAN	Coiled-coil domain-containing protein 85B (Hepatitis delta antigen-interacting protein A) (Delta-interacting protein A)	CCDC85B DIPA	Homo sapiens (Human)	202	reviewed
ENSG00000175662	Q6ZVM7	TM1L2_HUMAN	TOM1-like protein 2 (Target of Myb-like protein 2)	TOM1L2	Homo sapiens (Human)	507	reviewed
ENSG00000175756	Q9NWT8	AKIP_HUMAN	Small ribosomal subunit protein bS22, mitochondrial (28S ribosomal protein S38, mitochondrial) (MRP-S38) (Aurora kinase A-interacting protein) (AURKA-interacting protein) (Small ribosomal subunit protein mS38)	AURKAIP1 AIP AKIP MRPS38	Homo sapiens (Human)	199	reviewed
ENSG00000175768	Q8N4H5	TOM5_HUMAN	Mitochondrial import receptor subunit TOM5 homolog	TOMM5 C9orf105 TOM5	Homo sapiens (Human)	51	reviewed
ENSG00000175792	Q9Y265	RUVB1_HUMAN	RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein) (ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238) (NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha) (TAP54-alpha)	RUVBL1 INO80H NMP238 TIP49 TIP49A	Homo sapiens (Human)	456	reviewed
ENSG00000175826	O95476	CNEP1_HUMAN	CTD nuclear envelope phosphatase 1 (EC 3.1.3.16) (Serine/threonine-protein phosphatase dullard)	CTDNEP1 DULLARD	Homo sapiens (Human)	244	reviewed
ENSG00000175931	Q9C0C9	UBE2O_HUMAN	(E3-independent) E2 ubiquitin-conjugating enzyme (EC 2.3.2.24) (E2/E3 hybrid ubiquitin-protein ligase UBE2O) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (Ubiquitin-conjugating enzyme E2 of 230 kDa) (Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O)	UBE2O KIAA1734	Homo sapiens (Human)	1292	reviewed
ENSG00000176087	Q96G79	S35A4_HUMAN	Probable UDP-sugar transporter protein SLC35A4 (Solute carrier family 35 member A4)	SLC35A4	Homo sapiens (Human)	324	reviewed
ENSG00000176101	O43805	SSNA1_HUMAN	Microtubule nucleation factor SSNA1 (Nuclear autoantigen of 14 kDa) (Sjoegren syndrome nuclear autoantigen 1)	SSNA1 NA14	Homo sapiens (Human)	119	reviewed
ENSG00000176108	Q96FZ7	CHMP6_HUMAN	Charged multivesicular body protein 6 (Chromatin-modifying protein 6) (Vacuolar protein sorting-associated protein 20) (Vps20) (hVps20)	CHMP6 VPS20	Homo sapiens (Human)	201	reviewed
ENSG00000176209	Q96E16	SMI19_HUMAN	Small integral membrane protein 19	SMIM19 C8orf40	Homo sapiens (Human)	107	reviewed
ENSG00000176248	Q9UJX6	ANC2_HUMAN	Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2)	ANAPC2 APC2 KIAA1406	Homo sapiens (Human)	822	reviewed
ENSG00000176340	P10176	COX8A_HUMAN	Cytochrome c oxidase subunit 8A, mitochondrial (Cytochrome c oxidase polypeptide VIII-liver/heart) (Cytochrome c oxidase subunit 8-2)	COX8A COX8 COX8L	Homo sapiens (Human)	69	reviewed
ENSG00000176386	Q8NHZ8	CDC26_HUMAN	Anaphase-promoting complex subunit CDC26 (Anaphase-promoting complex subunit 12) (APC12) (Cell division cycle protein 26 homolog)	CDC26 ANAPC12 C9orf17	Homo sapiens (Human)	85	reviewed
ENSG00000176396	Q8N6I1	EID2_HUMAN	EP300-interacting inhibitor of differentiation 2 (EID-2) (CREBBP/EP300 inhibitor 2) (EID-1-like inhibitor of differentiation 2)	EID2 CRI2	Homo sapiens (Human)	236	reviewed
ENSG00000176407	Q9P0J7	KCMF1_HUMAN	E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (ZZ-type zinc finger-containing protein 1)	KCMF1 FIGC ZZZ1	Homo sapiens (Human)	381	reviewed
ENSG00000176476	Q96ES7	SGF29_HUMAN	SAGA-associated factor 29 (Coiled-coil domain-containing protein 101) (SAGA complex-associated factor 29)	SGF29 CCDC101	Homo sapiens (Human)	293	reviewed
ENSG00000176623	Q96DB5	RMD1_HUMAN	Regulator of microtubule dynamics protein 1 (RMD-1) (hRMD-1) (Protein FAM82B)	RMDN1 FAM82B CGI-90	Homo sapiens (Human)	314	reviewed
ENSG00000176871	Q9NYS7	WSB2_HUMAN	WD repeat and SOCS box-containing protein 2 (WSB-2) (CS box-containing WD protein)	WSB2	Homo sapiens (Human)	404	reviewed
ENSG00000176915	Q86XL3	ANKL2_HUMAN	Ankyrin repeat and LEM domain-containing protein 2 (LEM domain-containing protein 4)	ANKLE2 KIAA0692 LEM4	Homo sapiens (Human)	938	reviewed
ENSG00000176946	Q8WY91	THAP4_HUMAN	Peroxynitrite isomerase THAP4 (EC 5.99.-.-) (Ferric Homo sapiens nitrobindin) (Hs-Nb(III)) (THAP domain-containing protein 4)	THAP4 CGI-36 PP238	Homo sapiens (Human)	577	reviewed
ENSG00000176953	Q8NCF5	NF2IP_HUMAN	NFATC2-interacting protein (45 kDa NF-AT-interacting protein) (45 kDa NFAT-interacting protein) (Nuclear factor of activated T-cells, cytoplasmic 2-interacting protein)	NFATC2IP NIP45	Homo sapiens (Human)	419	reviewed
ENSG00000176973	Q8N5H3	LRA25_HUMAN	Leucine repeat adapter protein 25	FAM89B Lrap25	Homo sapiens (Human)	189	reviewed
ENSG00000176978	Q9UHL4	DPP2_HUMAN	Dipeptidyl peptidase 2 (EC 3.4.14.2) (Dipeptidyl aminopeptidase II) (Dipeptidyl peptidase 7) (Dipeptidyl peptidase II) (DPP II) (Quiescent cell proline dipeptidase)	DPP7 DPP2 QPP	Homo sapiens (Human)	492	reviewed
ENSG00000177030	O75398	DEAF1_HUMAN	Deformed epidermal autoregulatory factor 1 homolog (Nuclear DEAF-1-related transcriptional regulator) (NUDR) (Suppressin) (Zinc finger MYND domain-containing protein 5)	DEAF1 SPN ZMYND5	Homo sapiens (Human)	565	reviewed
ENSG00000177156	P37837	TALDO_HUMAN	Transaldolase (EC 2.2.1.2)	TALDO1 TAL TALDO TALDOR	Homo sapiens (Human)	337	reviewed
ENSG00000177169	O75385	ULK1_HUMAN	Serine/threonine-protein kinase ULK1 (EC 2.7.11.1) (Autophagy-related protein 1 homolog) (ATG1) (hATG1) (Unc-51-like kinase 1)	ULK1 KIAA0722	Homo sapiens (Human)	1050	reviewed
ENSG00000177225	Q8NB37	GALD1_HUMAN	Glutamine amidotransferase-like class 1 domain-containing protein 1 (Ferry endosomal RAB5 effector complex subunit 5) (Fy-5) (Parkinson disease 7 domain-containing protein 1)	GATD1 FERRY5 PDDC1	Homo sapiens (Human)	220	reviewed
ENSG00000177311	Q8NAP3	ZBT38_HUMAN	Zinc finger and BTB domain-containing protein 38	ZBTB38	Homo sapiens (Human)	1195	reviewed
ENSG00000177370	Q9Y584	TIM22_HUMAN	Mitochondrial import inner membrane translocase subunit Tim22 (Testis-expressed protein 4)	TIMM22 TEX4 TIM22	Homo sapiens (Human)	194	reviewed
ENSG00000177383	Q9HAY2	MAGF1_HUMAN	Melanoma-associated antigen F1 (MAGE-F1) (MAGE-F1 antigen)	MAGEF1	Homo sapiens (Human)	307	reviewed
ENSG00000177479	O95376	ARI2_HUMAN	E3 ubiquitin-protein ligase ARIH2 (ARI-2) (Protein ariadne-2 homolog) (EC 2.3.2.31) (Triad1 protein)	ARIH2 ARI2 TRIAD1 HT005	Homo sapiens (Human)	493	reviewed
ENSG00000177556	O00244	ATOX1_HUMAN	Copper transport protein ATOX1 (Metal transport protein ATX1)	ATOX1 HAH1	Homo sapiens (Human)	68	reviewed
ENSG00000177565	Q9BZK7	TBL1R_HUMAN	F-box-like/WD repeat-containing protein TBL1XR1 (Nuclear receptor corepressor/HDAC3 complex subunit TBLR1) (TBL1-related protein 1) (Transducin beta-like 1X-related protein 1)	TBL1XR1 IRA1 TBLR1	Homo sapiens (Human)	514	reviewed
ENSG00000177600	P05387	RLA2_HUMAN	Large ribosomal subunit protein P2 (60S acidic ribosomal protein P2) (Renal carcinoma antigen NY-REN-44)	RPLP2 D11S2243E RPP2	Homo sapiens (Human)	115	reviewed
ENSG00000177646	Q9H845	ACAD9_HUMAN	Complex I assembly factor ACAD9, mitochondrial (Acyl-CoA dehydrogenase family member 9) (ACAD-9) (EC 1.3.8.7, EC 1.3.8.8)	ACAD9	Homo sapiens (Human)	621	reviewed
ENSG00000177700	P62875	RPAB5_HUMAN	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (DNA-directed RNA polymerase III subunit L) (RNA polymerase II 7.6 kDa subunit) (RPB7.6) (RPB10 homolog)	POLR2L	Homo sapiens (Human)	67	reviewed
ENSG00000177733	Q13151	ROA0_HUMAN	Heterogeneous nuclear ribonucleoprotein A0 (hnRNP A0)	HNRNPA0 HNRPA0	Homo sapiens (Human)	305	reviewed
ENSG00000177830	Q9BWS9	CHID1_HUMAN	Chitinase domain-containing protein 1 (Stabilin-1-interacting chitinase-like protein) (SI-CLP)	CHID1 GL008 PSEC0104 SB139	Homo sapiens (Human)	393	reviewed
ENSG00000177868	Q8N300	SVBP_HUMAN	Small vasohibin-binding protein (Coiled coil domain-containing protein 23)	SVBP CCDC23	Homo sapiens (Human)	66	reviewed
ENSG00000177885	P62993	GRB2_HUMAN	Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)	GRB2 ASH	Homo sapiens (Human)	217	reviewed
ENSG00000177951	Q9NYM9	BET1L_HUMAN	BET1-like protein (Golgi SNARE with a size of 15 kDa) (GOS-15) (GS15) (Vesicle transport protein GOS15)	BET1L GS15	Homo sapiens (Human)	111	reviewed
ENSG00000177954	P42677	RS27_HUMAN	Small ribosomal subunit protein eS27 (40S ribosomal protein S27) (Metallopan-stimulin 1) (MPS-1)	RPS27 MPS1	Homo sapiens (Human)	84	reviewed
ENSG00000177963	Q9NPQ8	RIC8A_HUMAN	Chaperone Ric-8A (Synembryn-A)	RIC8A	Homo sapiens (Human)	531	reviewed
ENSG00000177971	Q9NV31	IMP3_HUMAN	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3) (BRMS2)	IMP3 C15orf12 MRPS4	Homo sapiens (Human)	184	reviewed
ENSG00000178057	Q9BU61	NDUF3_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	NDUFAF3 C3orf60	Homo sapiens (Human)	184	reviewed
ENSG00000178188	Q9NRF2	SH2B1_HUMAN	SH2B adapter protein 1 (Pro-rich, PH and SH2 domain-containing signaling mediator) (PSM) (SH2 domain-containing protein 1B)	SH2B1 KIAA1299 SH2B	Homo sapiens (Human)	756	reviewed
ENSG00000178234	Q8NCW6	GLT11_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 11 (EC 2.4.1.41) (Polypeptide GalNAc transferase 11) (GalNAc-T11) (pp-GaNTase 11) (Protein-UDP acetylgalactosaminyltransferase 11) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 11)	GALNT11	Homo sapiens (Human)	608	reviewed
ENSG00000178252	Q9NNW5	WDR6_HUMAN	tRNA (34-2'-O)-methyltransferase regulator WDR6 (WD repeat-containing protein 6)	WDR6	Homo sapiens (Human)	1121	reviewed
ENSG00000178397	Q7Z4H9	F220A_HUMAN	Protein FAM220A (STAT3-interacting protein as a repressor)	FAM220A C7orf70 SIPAR	Homo sapiens (Human)	259	reviewed
ENSG00000178567	Q7L775	EPMIP_HUMAN	EPM2A-interacting protein 1 (Laforin-interacting protein)	EPM2AIP1 KIAA0766 My007	Homo sapiens (Human)	607	reviewed
ENSG00000178719	Q7Z429	LFG1_HUMAN	Protein lifeguard 1 (Glutamate [NMDA] receptor-associated protein 1) (NMDA receptor glutamate-binding subunit) (Putative MAPK-activating protein PM02) (Transmembrane BAX inhibitor motif-containing protein 3)	GRINA LFG1 NMDARA1 TMBIM3	Homo sapiens (Human)	371	reviewed
